# GISP2 Sodium (Na+)
# meters,thousand years before present,PPB
Depth,Age,Sodium
1699.95,12.435,30.9
1700.05,12.439,31.2
1700.15,12.442,53.8
1700.25,12.446,24.6
1700.35,12.45,25.5
1700.45,12.453,56.8
1700.55,12.457,64.4
1700.65,12.46,28.5
1700.75,12.464,50.1
1700.85,12.468,42.4
1700.95,12.471,38.4
1701.06,12.475,35.7
1701.15,12.479,52.9
1701.25,12.483,39.6
1701.35,12.487,60.9
1701.45,12.491,24.9
1701.55,12.495,40.5
1701.65,12.498,60.7
1701.75,12.502,56.3
1701.85,12.506,32.9
1701.95,12.51,40.9
1702.06,12.514,62.7
1702.15,12.518,33.2
1702.25,12.521,36.9
1702.35,12.525,48
1702.45,12.529,35.9
1702.55,12.533,59.9
1702.65,12.537,47.3
1702.75,12.54,46.4
1702.85,12.544,25.5
1702.95,12.548,54
1703.05,12.552,29.2
1703.15,12.556,33
1703.25,12.56,48.8
1703.35,12.564,35.7
1703.45,12.568,44.7
1703.55,12.572,49.8
1703.65,12.576,32.2
1703.75,12.58,62.9
1703.85,12.584,35.8
1703.95,12.588,20.7
1704.05,12.592,32.9
1704.15,12.596,38.4
1704.25,12.6,43.8
1704.35,12.603,55.2
1704.45,12.607,57.2
1704.55,12.611,42.7
1704.65,12.615,81.8
1704.75,12.618,55
1704.85,12.622,20.9
1704.95,12.626,50.2
1705.05,12.63,44.8
1705.15,12.634,51.2
1705.25,12.638,42.1
1705.35,12.642,47
1705.45,12.646,30.3
1705.55,12.649,63
1705.65,12.653,27.1
1705.75,12.657,48
1705.85,12.661,28.8
1705.95,12.665,42.1
1706.05,12.669,52.7
1706.15,12.673,40.2
1706.25,12.677,36.5
1706.35,12.681,20.4
1706.45,12.685,86.5
1706.55,12.689,40.7
1706.65,12.693,41.9
1706.75,12.697,34.4
1706.85,12.701,67.5
1706.95,12.705,26
1707.05,12.709,31.6
1707.15,12.712,47
1707.25,12.716,33.6
1707.35,12.719,47.4
1707.45,12.722,37.4
1707.55,12.726,25.3
1707.65,12.729,38.5
1707.75,12.732,50.4
1707.85,12.736,63.4
1707.95,12.739,38.2
1708.05,12.743,42.2
1708.15,12.747,23.4
1708.25,12.751,26.7
1708.35,12.754,38.5
1708.45,12.758,29.2
1708.55,12.762,64.5
1708.65,12.766,36.3
1708.75,12.77,42.4
1708.85,12.773,42.2
1708.95,12.777,41.9
1709.05,12.781,59.4
1709.15,12.784,26
1709.25,12.788,44.1
1709.35,12.792,32.6
1709.45,12.796,39.9
1709.55,12.799,30.4
1709.65,12.803,28.3
1709.75,12.807,33.8
1709.85,12.81,35.8
1709.95,12.814,25.7
1710.05,12.818,42.4
1710.15,12.821,24.3
1710.25,12.824,29.8
1710.35,12.828,48.8
1710.45,12.831,30.9
1710.55,12.834,11.5
1710.65,12.838,41.8
1710.75,12.841,34.7
1710.85,12.844,40.8
1710.95,12.847,13.9
1711.05,12.851,18.2
1711.15,12.854,33.6
1711.25,12.857,30.2
1711.35,12.861,40.6
1711.45,12.864,18.2
1711.55,12.867,18.1
1711.65,12.87,19.2
1711.75,12.874,44.3
1711.85,12.877,18.7
1711.95,12.88,13.5
1712.05,12.883,14.5
1712.15,12.886,25.9
1712.25,12.889,11.7
1712.35,12.892,27.9
1712.45,12.895,14.5
1712.55,12.897,19.4
1712.65,12.9,28.6
1712.75,12.903,16.9
1712.85,12.906,12.4
1712.95,12.909,17.6
1713.1,12.912,13
1713.3,12.918,15.7
1713.5,12.922,11.6
1713.7,12.928,14.1
1713.9,12.932,15.6
1714.1,12.937,16.8
1714.3,12.941,16.8
1714.5,12.945,16.6
1714.7,12.949,10.5
1714.9,12.953,6.72
1715.1,12.957,11.2
1715.3,12.961,14.4
1715.5,12.966,11.9
1715.69,12.97,9.86
1715.89,12.974,13.8
1716.1,12.978,16.6
1716.3,12.982,15.2
1716.5,12.986,14.9
1716.7,12.991,14.1
1716.9,12.995,12.3
1717.1,12.999,10.8
1717.3,13.003,17.5
1717.5,13.007,17.3
1717.7,13.011,9.05
1717.9,13.015,12.9
1718.1,13.019,8.13
1718.3,13.024,18.4
1718.5,13.029,20
1718.7,13.034,25.7
1718.9,13.039,28.4
1719.05,13.042,14.1
1719.15,13.044,14.4
1719.25,13.047,24.2
1719.35,13.049,10.5
1719.45,13.051,13.2
1719.55,13.054,19.8
1719.65,13.056,24.4
1719.75,13.058,27.1
1719.85,13.06,21.8
1719.95,13.063,24.6
1720.05,13.065,10.9
1720.15,13.067,11
1720.25,13.069,26.8
1720.35,13.071,16.8
1720.45,13.073,23.5
1720.55,13.075,14
1720.65,13.077,24.3
1720.75,13.079,15.6
1720.85,13.081,24.9
1720.95,13.083,22
1721.05,13.085,14.8
1721.15,13.088,32.6
1721.25,13.09,19.6
1721.35,13.092,20.5
1721.5,13.095,20.1
1721.7,13.1,25.6
1721.9,13.105,13.4
1722.1,13.11,21.9
1722.3,13.115,24.5
1722.5,13.121,24
1722.7,13.127,16.8
1722.9,13.132,20.6
1723.1,13.138,27.2
1723.3,13.145,36
1723.5,13.151,25.3
1723.7,13.157,30.2
1723.9,13.164,7.74
1724.1,13.17,22.6
1724.3,13.176,20.6
1724.5,13.182,13
1724.7,13.189,18
1724.9,13.195,20.2
1725.1,13.201,20.5
1725.3,13.206,19.8
1725.5,13.211,28
1725.7,13.216,21.3
1725.9,13.221,21.1
1726.1,13.227,28
1726.3,13.233,22.1
1726.5,13.239,39.1
1726.7,13.244,21.6
1726.9,13.25,13.8
1727.1,13.255,20.2
1727.3,13.261,21.6
1727.5,13.265,18.5
1727.7,13.271,14.6
1727.9,13.275,17.8
1728.1,13.281,19.4
1728.3,13.286,11.6
1728.5,13.292,10.1
1728.7,13.298,17.4
1728.9,13.303,9.97
1729.1,13.308,12.3
1729.3,13.313,15.7
1729.5,13.317,19.8
1729.7,13.321,19.3
1729.9,13.326,10.5
1730.1,13.331,13.5
1730.3,13.336,13.5
1730.5,13.341,11.2
1730.7,13.347,21
1730.9,13.352,19.4
1731.1,13.357,16.9
1731.3,13.362,11.8
1731.5,13.367,14
1731.7,13.371,25.9
1731.9,13.376,21.6
1732.1,13.38,16.2
1732.3,13.384,12.8
1732.5,13.388,8.1
1732.7,13.392,10.3
1732.9,13.396,15.9
1733.1,13.4,11.6
1733.3,13.405,12.1
1733.5,13.41,13.9
1733.7,13.415,9.35
1733.9,13.42,12.8
1734.1,13.424,13.8
1734.3,13.429,23.1
1734.5,13.433,7.7
1734.7,13.437,20.1
1734.9,13.442,12.3
1735.1,13.446,18.6
1735.3,13.451,9.97
1735.5,13.455,16.9
1735.7,13.459,13.6
1735.9,13.464,20.3
1736.1,13.468,11.7
1736.3,13.473,11.4
1736.5,13.477,9.23
1736.7,13.482,10.6
1736.9,13.487,10.8
1737.1,13.491,11.3
1737.3,13.495,15.6
1737.5,13.499,14.8
1737.7,13.503,21
1737.9,13.507,13.9
1738.1,13.511,13.1
1738.3,13.515,12.9
1738.5,13.52,21.9
1738.7,13.524,12.8
1738.9,13.528,14.5
1739.1,13.532,13.4
1739.3,13.536,11
1739.5,13.54,11.1
1739.7,13.544,11.9
1739.9,13.548,26.4
1740.1,13.552,12.1
1740.3,13.555,14.9
1740.5,13.559,17.6
1740.7,13.562,14.9
1740.9,13.565,15.9
1741.11,13.569,14.5
1741.3,13.573,13.7
1741.5,13.577,10.2
1741.7,13.581,12.3
1741.9,13.585,12.5
1742.1,13.589,15.1
1742.3,13.594,18.4
1742.5,13.598,14
1742.7,13.602,18.9
1742.9,13.607,13.3
1743.1,13.611,24.9
1743.3,13.617,18
1743.5,13.621,13
1743.7,13.627,37.1
1743.9,13.632,22.3
1744.1,13.636,23.2
1744.3,13.642,23.7
1744.5,13.646,29.2
1744.7,13.652,25.4
1744.9,13.656,17.7
1745.1,13.661,17.3
1745.3,13.666,21.7
1745.5,13.671,13.4
1745.7,13.675,23.1
1745.9,13.68,17.5
1746.1,13.684,13.5
1746.3,13.689,14
1746.5,13.693,20.5
1746.7,13.697,13.8
1746.9,13.702,10.4
1747.1,13.706,12.7
1747.3,13.71,18.8
1747.5,13.714,10.6
1747.7,13.718,13.8
1747.9,13.722,15.5
1748.1,13.726,11.3
1748.3,13.73,13.5
1748.5,13.735,9.58
1748.7,13.739,14.2
1748.9,13.743,8.77
1749.1,13.747,14.4
1749.3,13.751,17.1
1749.5,13.755,20.7
1749.9,13.762,8.04
1750.3,13.77,15.4
1750.5,13.774,17.5
1750.7,13.777,14.8
1750.9,13.781,8.89
1751.1,13.785,16.5
1751.3,13.789,16.1
1751.5,13.793,25.1
1751.7,13.797,21.7
1752.1,13.805,16.6
1752.3,13.809,14
1752.5,13.813,18.9
1752.7,13.818,25.3
1752.9,13.822,18
1753.1,13.826,15.2
1753.3,13.83,9.3
1753.5,13.834,19.5
1753.7,13.838,18.3
1753.9,13.842,15.7
1754.1,13.846,18.1
1754.3,13.85,10.8
1754.5,13.854,21.9
1754.7,13.858,23.3
1754.9,13.862,10.5
1755.1,13.866,19.9
1755.3,13.871,16.8
1755.5,13.875,11.7
1755.7,13.879,11.9
1755.9,13.884,12.4
1756.1,13.888,13.2
1756.3,13.893,11.7
1756.5,13.898,16.8
1756.7,13.902,18
1756.9,13.907,17.6
1757.1,13.911,21.4
1757.3,13.916,13.2
1757.5,13.92,20.4
1757.7,13.924,10.2
1757.9,13.929,19.9
1758.1,13.933,12
1758.3,13.937,14.5
1758.5,13.941,15
1758.7,13.944,11.7
1758.9,13.948,20.4
1759.1,13.952,19.7
1759.3,13.957,10.4
1759.5,13.961,13.6
1759.7,13.965,9.77
1759.9,13.97,23.6
1760.1,13.974,10.3
1760.3,13.978,12.3
1760.5,13.982,10.1
1760.7,13.987,23.3
1760.9,13.991,18.9
1761.11,13.995,31.5
1761.25,13.998,23.4
1761.35,14,14
1761.45,14.002,21.4
1761.55,14.004,20
1761.65,14.006,25.4
1761.75,14.008,30.7
1761.85,14.01,14
1761.95,14.012,12.6
1762.1,14.016,25.9
1762.3,14.022,30.5
1762.7,14.034,29.1
1762.9,14.04,29.2
1763.1,14.046,29.1
1763.3,14.052,30
1763.5,14.057,35.6
1763.7,14.063,30
1763.9,14.069,23.2
1764.1,14.074,32
1764.3,14.078,16.2
1764.5,14.082,24.1
1764.7,14.087,21.6
1764.9,14.091,35.2
1765.1,14.095,11.6
1765.3,14.099,17.2
1765.5,14.104,14.3
1765.7,14.108,20.6
1765.9,14.112,18.2
1766.1,14.116,13.4
1766.3,14.12,13.9
1766.5,14.123,18.1
1766.7,14.127,15.3
1766.9,14.131,9.95
1767.1,14.135,14.9
1767.3,14.138,18
1767.5,14.141,14.6
1767.7,14.144,21.3
1767.9,14.147,19.1
1768.1,14.151,17.9
1768.3,14.155,12.9
1768.5,14.159,19.7
1768.7,14.162,17.8
1768.9,14.166,23.2
1769.1,14.17,31.8
1769.3,14.174,37.4
1769.5,14.178,17.1
1769.7,14.181,18.9
1769.9,14.185,11.3
1770.1,14.189,15.7
1770.3,14.193,13.5
1770.5,14.197,16.9
1770.7,14.2,16
1770.9,14.204,19.3
1771.1,14.208,16.4
1771.3,14.211,21.4
1771.5,14.214,19.1
1771.7,14.218,25.4
1771.9,14.221,21
1772.1,14.225,13.2
1772.3,14.229,11.4
1772.5,14.233,10.8
1772.7,14.237,10.4
1772.9,14.241,18.6
1773.1,14.245,13.5
1773.3,14.248,11.1
1773.5,14.252,15.2
1773.7,14.256,16.9
1773.9,14.259,17.7
1774.1,14.263,15.4
1774.3,14.267,20.8
1774.5,14.271,10.6
1774.7,14.274,12
1774.9,14.278,18.2
1775.1,14.282,16
1775.3,14.285,12.4
1775.5,14.288,16.9
1775.7,14.291,19
1775.89,14.294,19.6
1776.1,14.298,10.9
1776.3,14.301,24.4
1776.5,14.305,10.1
1776.7,14.309,15.7
1776.9,14.312,7.66
1777.1,14.316,10.8
1777.3,14.319,12.2
1777.5,14.322,12.3
1777.7,14.326,15.9
1777.9,14.329,10.9
1778.1,14.332,16.6
1778.3,14.335,10.5
1778.5,14.338,10.9
1778.7,14.341,10.9
1778.9,14.345,9.72
1779.1,14.348,11.1
1779.3,14.351,17.1
1779.5,14.354,13.5
1779.7,14.358,12.2
1779.9,14.361,7.34
1780.1,14.365,26.9
1780.3,14.368,14.5
1780.5,14.372,16.8
1780.7,14.376,14
1780.9,14.379,16.5
1781.11,14.383,11.9
1781.3,14.386,19.6
1781.5,14.389,8.76
1781.7,14.393,23.9
1781.9,14.396,17.3
1782.1,14.4,12.7
1782.3,14.403,20.3
1782.5,14.407,18.6
1782.7,14.411,12.3
1782.9,14.414,16
1783.1,14.418,11.3
1783.3,14.421,13.3
1783.5,14.424,15.7
1783.7,14.427,11.4
1783.9,14.43,19.7
1784.1,14.434,11.3
1784.3,14.437,19.5
1784.5,14.44,16.6
1784.7,14.443,16.7
1784.9,14.445,8.92
1785.1,14.448,16.7
1785.3,14.451,13.9
1785.5,14.454,12.4
1785.7,14.457,17.9
1785.9,14.46,10.5
1786.1,14.464,13.7
1786.3,14.467,13.6
1786.5,14.47,11.3
1786.7,14.473,17.4
1786.9,14.476,9.47
1787.1,14.48,9.55
1787.3,14.483,19.1
1787.5,14.486,16.9
1787.7,14.489,12.8
1787.9,14.492,11.3
1788.1,14.496,17.6
1788.3,14.499,10.3
1788.5,14.502,14.2
1788.7,14.505,12.9
1788.9,14.508,17.4
1789.1,14.512,12.1
1789.3,14.515,10.4
1789.5,14.518,16.9
1789.7,14.522,19.1
1789.9,14.525,25.5
1790.1,14.528,12.6
1790.3,14.531,17.9
1790.5,14.534,12.8
1790.7,14.537,12.7
1790.9,14.54,8.86
1791.1,14.544,12.4
1791.3,14.547,11.4
1791.5,14.55,10.5
1791.7,14.553,15.8
1791.9,14.556,15.6
1792.1,14.56,17.8
1792.3,14.563,8.81
1792.5,14.566,16.1
1792.7,14.569,12.6
1792.9,14.572,15.4
1793.1,14.576,14.8
1793.3,14.579,20.5
1793.5,14.582,21.6
1793.7,14.586,18.5
1793.9,14.589,19.9
1794.1,14.593,14.1
1794.3,14.597,14.4
1794.5,14.601,17.8
1794.7,14.604,18.5
1794.9,14.608,35.1
1795.1,14.612,31.5
1795.3,14.616,25.7
1795.5,14.62,16.6
1795.7,14.625,19.7
1795.9,14.629,16.9
1796.1,14.633,15
1796.3,14.637,16.7
1796.5,14.64,17.8
1796.7,14.644,23.2
1796.9,14.648,25.1
1797.1,14.652,25.9
1797.3,14.657,29.7
1797.5,14.662,38.4
1797.7,14.666,47.9
1797.9,14.671,28.2
1798.1,14.677,50.2
1798.3,14.684,41.4
1798.5,14.692,31.2
1798.7,14.7,38.7
1798.9,14.707,56.3
1799.1,14.715,42.7
1799.3,14.723,66
1799.5,14.73,36.8
1799.7,14.738,57.4
1799.9,14.746,61.4
1800.1,14.754,23.1
1800.3,14.761,58.5
1800.5,14.768,42.5
1800.7,14.775,46.4
1800.9,14.782,37.1
1801.11,14.79,29.7
1801.3,14.797,36.2
1801.5,14.804,40.7
1801.7,14.811,44.8
1801.9,14.818,41.5
1802.1,14.826,37.2
1802.3,14.833,32.8
1802.5,14.841,58.9
1802.7,14.848,47.3
1802.9,14.855,27.9
1803.1,14.863,53.3
1803.3,14.87,52.1
1803.5,14.877,38.8
1803.7,14.883,38.1
1803.9,14.89,45.1
1804.1,14.898,18.9
1804.3,14.905,46.7
1804.5,14.912,84.9
1804.7,14.919,46.7
1804.9,14.926,45.6
1805.1,14.933,53.6
1805.3,14.94,36.5
1805.5,14.947,39.7
1805.7,14.953,58.6
1805.9,14.96,38.4
1806.1,14.966,46.1
1806.3,14.973,41
1806.5,14.98,42.2
1806.7,14.987,52.3
1806.9,14.994,47.2
1807.1,15.001,43
1807.3,15.009,71.4
1807.5,15.017,33.9
1807.7,15.024,47.4
1807.9,15.032,43.7
1808.1,15.039,38.6
1808.3,15.046,25.6
1808.49,15.053,46.5
1808.69,15.06,42.2
1808.9,15.067,22
1809.1,15.073,35.7
1809.3,15.08,43.1
1809.5,15.087,51.1
1809.7,15.094,36.5
1809.9,15.101,41
1810.1,15.107,36.7
1810.3,15.114,37.4
1810.5,15.121,37.6
1810.7,15.128,34.9
1810.9,15.135,47.9
1811.1,15.142,46.2
1811.3,15.149,22.6
1811.5,15.157,68
1811.7,15.165,29
1811.9,15.172,40.7
1812.1,15.18,42.4
1812.3,15.187,33.2
1812.5,15.194,38.7
1812.7,15.201,26.7
1812.9,15.208,64.8
1813.1,15.216,32.5
1813.3,15.225,30.6
1813.5,15.233,66.6
1813.9,15.25,31.5
1814.1,15.258,36
1814.3,15.266,52.3
1814.5,15.274,56
1814.7,15.283,32.4
1814.9,15.291,65.9
1815.1,15.299,71.8
1815.3,15.308,52.1
1815.5,15.316,42.6
1815.7,15.324,49.2
1815.9,15.333,37.5
1816.1,15.341,58.7
1816.3,15.351,37.7
1816.5,15.36,50.5
1816.7,15.368,62.9
1816.9,15.377,39.7
1817.1,15.386,37.9
1817.3,15.394,38.4
1817.5,15.402,38.7
1817.7,15.41,45.8
1817.9,15.418,29.7
1818.1,15.426,34.7
1818.3,15.434,52
1818.5,15.442,48.1
1818.7,15.45,44.8
1818.9,15.458,48.4
1819.1,15.466,48.6
1819.3,15.473,33
1819.5,15.479,28.1
1819.7,15.486,29.8
1819.89,15.493,26.9
1820.1,15.501,27.5
1820.3,15.51,36.9
1820.5,15.519,37.4
1820.7,15.528,27.7
1820.9,15.537,43.6
1821.1,15.545,31.2
1821.3,15.553,41.7
1821.5,15.56,35.1
1821.7,15.568,37.8
1821.9,15.576,33.7
1822.1,15.584,55.1
1822.3,15.593,35
1822.5,15.601,34.2
1822.7,15.609,34.2
1822.9,15.618,40.3
1823.1,15.626,27.7
1823.3,15.634,53.4
1823.5,15.642,60.4
1823.7,15.65,36.9
1823.9,15.658,47.5
1824.1,15.666,63.5
1824.3,15.674,39.5
1824.5,15.682,43.9
1824.7,15.69,46.5
1824.9,15.698,46
1825.1,15.706,41.7
1825.3,15.715,44.9
1825.5,15.724,46.9
1825.7,15.733,45.2
1825.9,15.742,35.6
1826.1,15.75,45.7
1826.3,15.758,31.3
1826.5,15.767,50
1826.7,15.775,41.4
1826.9,15.783,86.5
1827.1,15.791,50.2
1827.3,15.8,34.1
1827.5,15.808,34.4
1827.7,15.816,45.6
1827.9,15.825,57.2
1828.1,15.833,58.8
1828.3,15.84,55.4
1828.5,15.847,59.5
1828.7,15.854,39.2
1828.9,15.861,52.6
1829.1,15.869,44.9
1829.3,15.878,64.6
1829.5,15.886,81.1
1829.7,15.895,40.5
1829.9,15.904,44.3
1830.1,15.912,79.1
1830.3,15.921,41.2
1830.5,15.93,60.3
1830.7,15.939,45.8
1830.9,15.948,30.2
1831.1,15.956,82
1831.3,15.965,40.6
1831.49,15.973,36.6
1831.69,15.982,65.7
1831.9,15.991,67.8
1832.1,15.999,53.3
1832.3,16.007,33.2
1832.5,16.015,68.6
1832.7,16.022,51.3
1832.9,16.03,31.4
1833.11,16.038,44
1833.3,16.047,32.4
1833.5,16.055,62.7
1833.7,16.064,55.4
1833.9,16.073,56.7
1834.1,16.081,62.1
1834.3,16.09,62
1834.5,16.099,60.5
1834.7,16.108,40.8
1834.9,16.117,75.3
1835.1,16.125,51.6
1835.3,16.133,56.7
1835.5,16.141,41.5
1835.7,16.149,70.2
1835.9,16.157,44.3
1836.1,16.165,62.1
1836.3,16.172,50
1836.5,16.18,55.7
1836.7,16.187,50.5
1836.9,16.194,39
1837.3,16.209,39.2
1837.5,16.217,70.5
1837.7,16.225,54
1837.9,16.232,48.5
1838.1,16.24,36.2
1838.3,16.248,57.2
1838.5,16.256,37.8
1838.7,16.264,51.3
1838.9,16.272,56.7
1839.1,16.279,52.2
1839.3,16.286,60.7
1839.5,16.293,40.7
1839.7,16.3,37.3
1839.9,16.307,72.1
1840.1,16.314,55.2
1840.3,16.322,56.2
1840.5,16.331,60.7
1840.7,16.339,46.6
1840.9,16.347,45.8
1841.11,16.355,55.1
1841.3,16.363,62.9
1841.5,16.371,69.3
1841.7,16.379,60.3
1841.9,16.387,75.3
1842.11,16.395,70.1
1842.3,16.402,54.2
1842.5,16.409,79.8
1842.7,16.416,70.1
1842.9,16.423,55.5
1843.1,16.431,44.7
1843.3,16.441,52.1
1843.5,16.45,37.2
1843.7,16.459,48.1
1843.9,16.468,53.7
1844.1,16.476,49.5
1844.3,16.485,38
1844.5,16.494,74.7
1844.7,16.502,64.5
1844.9,16.511,58.5
1845.1,16.519,67.7
1845.3,16.526,52.7
1845.5,16.534,63.9
1845.7,16.542,45
1845.9,16.549,53.1
1846.1,16.557,57.3
1846.3,16.564,80.8
1846.5,16.572,39.4
1846.7,16.58,32.4
1846.9,16.587,66.8
1847.1,16.594,78.5
1847.3,16.601,65.4
1847.5,16.608,56.5
1847.7,16.614,39.9
1847.9,16.621,41.7
1848.11,16.628,86.9
1848.3,16.636,69.6
1848.5,16.644,53.8
1848.7,16.652,36.1
1848.9,16.66,66.7
1849.1,16.668,48.3
1849.3,16.675,52.2
1849.5,16.683,68.6
1849.7,16.691,63.9
1849.9,16.698,50.2
1850.1,16.705,44.8
1850.3,16.712,56.9
1850.5,16.718,42.9
1850.7,16.725,91.4
1850.9,16.732,83.4
1851.1,16.739,76.5
1851.3,16.747,55.1
1851.5,16.755,45.9
1851.7,16.763,73.2
1851.9,16.771,54.2
1852.1,16.778,58.5
1852.3,16.785,58.8
1852.5,16.791,55.9
1852.7,16.797,61
1852.9,16.804,40.9
1853.1,16.811,48.3
1853.3,16.819,44.1
1853.5,16.827,41
1853.7,16.835,34.8
1853.9,16.843,73.6
1854.1,16.85,61.2
1854.3,16.857,47.5
1854.51,16.864,53.4
1854.7,16.871,55.8
1854.9,16.878,49.4
1855.1,16.885,53.6
1855.3,16.893,36.9
1855.5,16.901,55.6
1855.7,16.91,50.6
1855.9,16.918,86.6
1856.1,16.926,49.2
1856.3,16.933,61.7
1856.5,16.941,66
1856.7,16.949,51.1
1856.9,16.956,44.1
1857.1,16.964,54.6
1857.3,16.973,74.8
1857.5,16.982,76.3
1857.7,16.991,65.4
1857.9,17,82.5
1858.1,17.008,66.5
1858.3,17.016,73.7
1858.5,17.024,69.1
1858.7,17.033,48.8
1858.9,17.041,68.1
1859.1,17.049,65.8
1859.3,17.058,76.7
1859.5,17.067,67.8
1859.7,17.076,64
1859.9,17.085,74
1860.1,17.093,61.2
1860.3,17.102,54
1860.5,17.11,38.7
1860.7,17.118,46.7
1860.9,17.127,54.7
1861.11,17.135,65.8
1861.3,17.144,67.6
1861.5,17.152,53.6
1861.7,17.16,47.1
1861.9,17.169,82.2
1862.1,17.176,87.8
1862.3,17.183,69.3
1862.5,17.19,65.2
1862.7,17.197,43.7
1862.9,17.204,60.9
1863.1,17.211,64.3
1863.3,17.219,64.9
1863.5,17.227,54.4
1863.7,17.234,58.1
1863.9,17.242,64.9
1864.1,17.251,54.9
1864.3,17.261,73.8
1864.5,17.27,67.6
1864.7,17.28,44
1864.9,17.29,57.5
1865.1,17.299,53.6
1865.3,17.307,41.5
1865.5,17.316,59.6
1865.69,17.323,56
1865.89,17.332,55.6
1866.1,17.34,53.5
1866.3,17.349,61.7
1866.5,17.357,61
1866.7,17.365,53.7
1866.9,17.374,60.3
1867.1,17.382,47.9
1867.3,17.391,35.5
1867.5,17.399,53.5
1867.7,17.407,41.6
1867.9,17.416,64.9
1868.1,17.424,60
1868.3,17.433,60.2
1868.5,17.442,50.7
1868.7,17.451,54.3
1868.9,17.46,49.8
1869.1,17.47,57.7
1869.3,17.479,55.6
1869.5,17.488,71.8
1869.7,17.497,73.7
1869.9,17.506,72.3
1870.1,17.515,49.8
1870.3,17.523,46.2
1870.5,17.532,72.1
1870.7,17.541,42.7
1870.9,17.55,58
1871.1,17.559,43.8
1871.3,17.569,34.4
1871.49,17.577,64.3
1871.69,17.586,46.3
1871.9,17.596,65.7
1872.1,17.605,42.2
1872.3,17.614,49.6
1872.5,17.623,48.7
1872.7,17.632,54.7
1872.9,17.641,42.7
1873.1,17.651,53.2
1873.3,17.66,49.6
1873.5,17.669,85.1
1873.7,17.678,54.4
1873.9,17.687,60
1874.1,17.697,40.9
1874.3,17.706,66.4
1874.5,17.715,54.8
1874.7,17.724,89.7
1874.9,17.733,55.1
1875.1,17.742,80.5
1875.3,17.752,60.1
1875.5,17.761,44.1
1875.9,17.779,73
1876.1,17.788,75.5
1876.3,17.797,65.4
1876.5,17.807,69.6
1876.7,17.817,68.3
1876.9,17.826,44.2
1877.1,17.836,65.9
1877.3,17.846,53.4
1877.5,17.857,46.9
1877.7,17.867,51.4
1877.9,17.877,64
1878.1,17.887,75.8
1878.3,17.897,59
1878.5,17.907,50.8
1878.7,17.917,39.5
1878.9,17.927,52.1
1879.1,17.937,46.2
1879.3,17.947,45
1879.5,17.956,58.8
1879.7,17.966,48.6
1879.9,17.976,41.3
1880.1,17.986,35.8
1880.3,17.997,44.2
1880.5,18.007,50.7
1880.7,18.017,46.1
1880.9,18.028,57.9
1881.1,18.038,60.2
1881.3,18.047,54.3
1881.5,18.055,52.5
1881.7,18.064,48.7
1881.9,18.073,49.8
1882.1,18.083,55.4
1882.3,18.093,73.7
1882.5,18.102,44.3
1882.7,18.112,71.3
1882.9,18.122,50.3
1883.1,18.132,72.6
1883.3,18.142,49.5
1883.5,18.152,76.3
1883.7,18.163,75.4
1883.9,18.173,50.8
1884.1,18.183,53.4
1884.3,18.193,58.2
1884.5,18.203,44.3
1884.7,18.213,49.6
1884.9,18.223,45
1885.1,18.233,51.6
1885.3,18.243,60.8
1885.5,18.253,53.5
1885.7,18.264,41.2
1885.9,18.274,63.9
1886.1,18.283,46.3
1886.3,18.292,53.9
1886.5,18.3,50.3
1886.7,18.309,48.1
1886.9,18.318,57.1
1887.1,18.327,68.3
1887.3,18.336,58.1
1887.5,18.346,50.3
1887.7,18.356,41.5
1888.1,18.376,64.4
1888.3,18.387,40.4
1888.5,18.398,38.8
1888.7,18.409,39.9
1888.9,18.42,57.1
1889.1,18.431,66.5
1889.3,18.441,44.3
1889.5,18.451,75.4
1889.7,18.461,71.6
1889.9,18.471,57.1
1890.1,18.481,35.5
1890.3,18.491,42.1
1890.5,18.5,56.7
1890.9,18.52,46.2
1891.1,18.53,56.3
1891.3,18.539,53.5
1891.5,18.549,49.1
1891.7,18.558,42.1
1891.9,18.567,55.1
1892.1,18.577,48
1892.3,18.588,45.7
1892.5,18.599,45
1892.7,18.609,40.3
1892.9,18.62,64.5
1893.1,18.63,60.3
1893.3,18.641,38.7
1893.5,18.651,52.3
1893.7,18.661,53.2
1893.9,18.672,46.6
1894.1,18.682,27.5
1894.3,18.693,62.3
1894.5,18.703,52.1
1894.7,18.713,66.8
1894.9,18.724,50.7
1895.1,18.734,55
1895.3,18.745,49.1
1895.5,18.755,40.1
1895.7,18.765,40.2
1895.9,18.776,61.7
1896.1,18.787,75.9
1896.3,18.798,78.2
1896.5,18.81,48.8
1896.7,18.822,42.8
1896.9,18.833,41.1
1897.1,18.844,45.7
1897.3,18.854,46.3
1897.5,18.864,51.9
1897.7,18.874,47.2
1897.9,18.884,38.3
1898.1,18.894,53.6
1898.3,18.905,32.2
1898.5,18.916,51
1898.7,18.926,59.4
1898.9,18.937,55.4
1899.3,18.958,51.3
1899.5,18.968,78.8
1899.9,18.99,44.6
1900.1,18.999,46.9
1900.3,19.008,62.9
1900.5,19.017,49.7
1900.7,19.026,45.8
1900.9,19.035,34.1
1901.11,19.044,44.8
1901.3,19.054,42.2
1901.5,19.064,57.7
1901.7,19.073,58.6
1901.9,19.083,56
1902.1,19.092,43.8
1902.3,19.1,36.3
1902.5,19.108,55.5
1902.7,19.117,40.5
1902.9,19.125,54.7
1903.1,19.133,41
1903.3,19.142,38.5
