# GISP2 Sodium (Na+)
# meters,thousand years before present,PPB
Depth,Age,Sodium
1189.35,6.481,4.22
1189.63,6.4833,8.18
1189.95,6.4859,6.15
1190.22,6.4883,4.57
1190.47,6.4903,4.47
1190.77,6.4926,12.9
1191.03,6.4947,5.3
1191.31,6.4967,4.61
1191.57,6.4985,2.36
1191.86,6.5008,3.6
1192.14,6.503,4.34
1192.43,6.5052,3.83
1192.7,6.5072,2.57
1192.98,6.5094,3.46
1193.26,6.5114,7.74
1193.53,6.5134,6.2
1193.74,6.5152,2.32
1194.09,6.5181,3.88
1194.37,6.5204,6.44
1194.64,6.5228,6.73
1194.92,6.5251,3.16
1195.2,6.5272,4.17
1195.48,6.5295,6.69
1195.76,6.5318,5.23
1196.59,6.5385,3.8
1196.87,6.5405,2.95
1197.15,6.5427,8.1
1197.41,6.5449,3.99
1197.7,6.547,11.6
1197.98,6.5491,4.26
1198.26,6.5511,4.03
1198.62,6.5537,2.1
1198.81,6.5554,4.21
1199.02,6.5572,4.46
1199.37,6.5597,3.63
1199.64,6.5615,3.74
1199.94,6.5636,4.74
1200.16,6.5652,5.2
1200.48,6.5678,3.38
1200.74,6.57,5.47
1201.35,6.5746,2.97
1201.58,6.5765,4.29
1201.83,6.5786,3.98
1202.14,6.5812,3.8
1202.42,6.5835,4.24
1202.71,6.5858,2.38
1202.97,6.5882,7.25
1203.24,6.5904,1.7
1203.54,6.5925,3.56
1203.85,6.5949,2.33
1204.11,6.5971,3.21
1204.36,6.599,2.94
1204.6,6.6007,3.75
1204.91,6.603,4.38
1205.18,6.6052,3.23
1205.46,6.6072,4.27
1205.74,6.6094,1.75
1206.02,6.6114,7.16
1206.29,6.6136,6.73
1206.57,6.6159,5.43
1206.85,6.6181,4.8
1207.13,6.6204,5.19
1207.4,6.6224,5.3
1207.67,6.6246,4.6
1207.95,6.6268,6.98
1208.26,6.6291,5.33
1208.53,6.6312,4.57
1208.78,6.6334,2.78
1209.1,6.6359,9.34
1209.33,6.638,6.07
1209.61,6.6406,3.9
1209.87,6.6429,3.72
1210.18,6.6453,4.51
1210.42,6.6475,2.34
1210.72,6.6498,6.84
1210.92,6.6512,6.69
1211.26,6.6533,4.12
1211.57,6.6553,3.95
1211.9,6.6581,3.09
1212.09,6.6598,3.5
1212.36,6.662,4.74
1212.63,6.6642,4.82
1212.89,6.6662,3.21
1213.21,6.6689,4.33
1213.42,6.6706,1.69
1213.79,6.6734,2.6
1214,6.6752,2.57
1214.29,6.6773,6.13
1214.57,6.6796,7.12
1214.82,6.6817,3.47
1215.12,6.6842,5.93
1215.43,6.687,6.48
1215.63,6.6886,4.4
1215.94,6.6912,3.77
1216.22,6.6934,6.45
1216.49,6.6956,6.8
1216.77,6.698,5.93
1217.02,6.7,16.1
1217.32,6.702,6.95
1217.6,6.704,6.32
1217.87,6.7062,6.73
1218.16,6.7088,6.29
1218.45,6.7111,2.66
1218.69,6.7131,5.3
1218.96,6.7157,2.97
1219.9,6.7236,3.52
1220.07,6.7248,7.32
1220.36,6.727,4.22
1220.62,6.7292,5.99
1220.87,6.7313,6.21
1221.23,6.7343,4.27
1221.41,6.7355,3.26
1221.71,6.7379,9.71
1222.26,6.7424,4.98
1222.61,6.7454,4.29
1222.81,6.747,3.83
1223.09,6.7493,4.68
1223.43,6.7523,4.14
1223.63,6.7539,2.77
1223.96,6.7569,4.31
1224.18,6.7587,4.52
1224.48,6.761,3.19
1224.74,6.7633,6.41
1224.98,6.7656,4.87
1225.28,6.7682,6.33
1225.51,6.7699,4.85
1225.83,6.7725,4.16
1226.1,6.7748,4.43
1226.37,6.7772,8.32
1226.64,6.7794,8
1226.91,6.7816,4.75
1227.18,6.7839,5.45
1227.46,6.7862,3.85
1227.78,6.7889,3.78
1228.08,6.7914,2.66
1228.29,6.7931,2.53
1228.56,6.7955,6.17
1228.75,6.7973,2.79
1229.08,6.8004,3.53
1229.37,6.8031,3.46
1229.65,6.8057,3.31
1230.03,6.8091,1.64
1230.19,6.8105,3.91
1230.46,6.8127,4.46
1230.74,6.8148,4.2
1231.02,6.8169,5.09
1231.29,6.819,7.18
1231.56,6.8214,4.42
1231.84,6.8239,5.31
1232.12,6.8264,4.8
1232.37,6.8286,3.74
1232.65,6.8308,2.52
1232.92,6.8327,3.77
1233.18,6.8345,5.25
1233.83,6.8403,3.58
1234.02,6.8419,3.91
1234.29,6.8442,6.4
1234.56,6.8464,4.46
1234.84,6.8487,4.73
1235.11,6.8509,2.73
1235.37,6.853,3.12
1235.63,6.8552,3.14
1235.92,6.8575,6.92
1236.18,6.8597,4.05
1236.51,6.862,4.3
1236.73,6.8639,6.71
1237.01,6.8662,3.13
1237.27,6.8682,4.49
1237.54,6.8701,5.28
1237.83,6.8722,4.21
1238.1,6.8743,4.69
1238.33,6.8761,4.02
1238.64,6.8786,4.65
1238.91,6.8808,4.19
1239.18,6.883,3.97
1239.45,6.8853,5.67
1239.72,6.8876,6.45
1240,6.8902,3.99
1240.28,6.8926,5.5
1240.55,6.8948,3.1
1240.82,6.8969,8.88
1241.02,6.8986,2.12
1241.39,6.9017,3.87
1241.62,6.9036,2.73
1241.9,6.9056,5.78
1242.11,6.9073,3.28
1242.53,6.9108,5.88
1242.68,6.912,8.1
1242.97,6.9143,4.71
1243.3,6.9169,3.94
1243.49,6.9184,5.94
1243.87,6.9215,5.2
1244.06,6.9233,7.26
1244.35,6.9258,4.39
1244.62,6.9281,3.24
1244.88,6.9303,4.75
1245.15,6.9323,3.69
1245.42,6.9344,18.5
1245.74,6.937,6.48
1245.99,6.9391,1.76
1246.23,6.941,5.57
1246.51,6.9433,6.99
1246.78,6.9456,3.81
1247.33,6.9506,5.43
1247.6,6.9528,3.84
1247.87,6.9551,3.07
1248.17,6.9578,4.54
1248.4,6.9598,3.53
1248.67,6.9623,4.48
1249.23,6.9673,3.83
1249.48,6.9694,5.86
1249.78,6.9718,3.12
1250.03,6.9742,5.97
1250.3,6.9767,3.35
1250.65,6.9797,6.27
1250.81,6.9809,8.02
1251.12,6.9833,6.04
1251.37,6.9852,6.23
1251.64,6.9875,7.08
1251.91,6.9898,3.81
1252.2,6.9924,6.16
1252.49,6.9953,4.09
1252.83,6.998,2.06
1252.99,6.9993,3.7
1253.27,7.0016,13.4
1253.54,7.0041,7.85
1253.79,7.0063,4.99
1254.08,7.0087,5.57
1254.38,7.0112,3.16
1254.58,7.0127,5.48
1254.87,7.0153,3.81
1255.15,7.0178,4.95
1255.42,7.02,2.1
1255.69,7.0223,3.41
1255.96,7.0247,10.9
1256.23,7.0272,3.35
1256.53,7.0301,2.98
1256.77,7.0324,5.41
1257.04,7.0348,4.53
1257.31,7.0369,5.87
1257.58,7.0389,3.59
1257.85,7.0412,4.86
1258.12,7.0434,4.46
1258.38,7.0457,7.45
1258.64,7.0481,3.38
1258.92,7.0508,4.27
1259.13,7.0526,8.36
1259.46,7.0553,5.52
1259.72,7.0577,2.84
1260.07,7.0607,7.62
1260.27,7.0623,5.62
1260.54,7.0645,5.05
1261.08,7.0692,5.26
1261.28,7.0709,4.04
1261.61,7.0734,5.39
1261.87,7.0757,4.71
1262.14,7.078,2.11
1262.41,7.0803,2.92
1262.87,7.0845,1.67
1264.57,7.0991,8.33
1264.82,7.1014,5.1
1265.09,7.1036,6.19
1265.38,7.1063,3.94
1265.63,7.1086,4.95
1265.83,7.1101,8.29
1266.22,7.1132,4.92
1266.42,7.1147,5.64
1266.73,7.1174,3.48
1266.97,7.1193,4.29
1267.24,7.1216,4.19
1267.51,7.1239,3.57
1267.78,7.1262,5.42
1268.05,7.1284,6.2
1268.32,7.1308,4.4
1268.58,7.1332,4.7
1268.84,7.1354,4.96
1269.12,7.1377,4.54
1269.38,7.1399,3.02
1269.65,7.1421,4.78
1269.91,7.1444,5.6
1270.18,7.1467,4.18
1270.45,7.149,4.95
1270.72,7.1513,6.74
1270.98,7.1536,4.65
1271.26,7.1559,5.6
1271.51,7.1578,4.67
1271.78,7.1597,4.19
1272.06,7.1619,3.12
1272.33,7.164,8.2
1272.59,7.1661,7.22
1272.86,7.1681,3.6
1273.12,7.1701,5.15
1273.39,7.1722,2.68
1273.65,7.1742,4.32
1273.92,7.1765,3.82
1274.19,7.1791,4.93
1274.49,7.1822,4.63
1274.72,7.1844,4.64
1274.93,7.1861,4.95
1275.26,7.189,9.44
1275.53,7.1914,4.55
1275.79,7.1936,3.52
1276.06,7.1958,4.09
1276.26,7.1974,2.34
1277.13,7.2049,3.48
1277.39,7.2073,4.45
1277.65,7.2096,5.92
1277.92,7.2119,4.35
1278.11,7.2136,5.16
1278.45,7.2168,4.51
1278.7,7.2188,5.21
1279.01,7.2216,3.02
1279.26,7.2237,7.44
1279.52,7.226,5.4
1279.72,7.2276,3.39
1280.05,7.2302,3.18
1280.32,7.2324,3.04
1280.59,7.2345,3.87
1280.77,7.236,6.89
1281.12,7.2396,3.76
1281.37,7.2417,3.61
1281.62,7.2438,4.52
1281.91,7.2465,2.53
1282.1,7.2484,4.61
1282.71,7.2537,5.51
1282.97,7.2561,3.9
1283.51,7.261,2.99
1283.77,7.2633,4.92
1284.04,7.2657,9.59
1284.35,7.2685,3.79
1284.58,7.2706,5.94
1284.83,7.2729,6.31
1285.1,7.2751,3.7
1285.37,7.2773,4.06
1285.63,7.2796,4.6
1285.89,7.2819,4.02
1286.1,7.2837,2.72
1287.22,7.2928,5.57
1287.48,7.2948,3.86
1287.75,7.2969,3.59
1288.02,7.2992,4.1
1288.28,7.3014,5.42
1288.54,7.3035,4.13
1288.81,7.3057,3.84
1288.99,7.3073,5.74
1289.34,7.3102,8.28
1289.63,7.3129,5.61
1289.9,7.3153,3.81
1290.13,7.3174,3.29
1290.39,7.3196,3.39
1290.66,7.3221,4.65
1290.89,7.3244,4.56
1291.21,7.3273,3.79
1291.45,7.3294,4.7
1291.71,7.3316,2.34
1291.98,7.3337,5.34
1292.24,7.3358,3.38
1292.47,7.3379,3.24
1292.79,7.3404,3.81
1293.05,7.3429,4.39
1293.32,7.3454,1.54
1293.57,7.3475,4.54
1293.83,7.3495,3.84
1294.1,7.3517,5.48
1294.34,7.3536,4.67
1294.62,7.356,3.17
1294.91,7.3586,6.26
1295.15,7.3608,3.98
1295.41,7.3629,3.65
1295.68,7.365,3.04
1295.94,7.367,3.9
1296.2,7.3693,3.79
1296.47,7.3714,4.32
1296.73,7.3734,5.29
1296.99,7.3755,5.09
1297.26,7.3777,2.76
1297.79,7.3825,5.19
1298.05,7.3846,3.43
1298.31,7.3868,4.17
1298.58,7.3892,3.93
1298.84,7.3916,4.4
1299.1,7.3937,5.74
1299.37,7.396,3.37
1299.63,7.3982,5.44
1299.89,7.4004,4.06
1300.15,7.4027,4.97
1300.42,7.4051,2.8
1300.68,7.4074,5.76
1300.94,7.4099,3.27
1301.26,7.4124,3.86
1301.47,7.4143,3.6
1301.73,7.4168,5.69
1301.99,7.4192,3.12
1302.26,7.4214,3.97
1302.52,7.4234,4.34
1302.73,7.4251,2.91
1303.05,7.4277,3.04
1303.31,7.4299,3.81
1303.57,7.4321,3.61
1303.8,7.4338,3.42
1304.1,7.4361,5.57
1304.3,7.4378,3.11
1304.62,7.4407,3.62
1304.87,7.4427,6.65
1305.14,7.4448,4.9
1305.41,7.4473,5.94
1305.61,7.449,6.15
1305.93,7.4517,4.35
1306.2,7.4539,4.42
1306.46,7.456,4
1306.72,7.4581,2.8
1306.98,7.4604,6.16
1307.24,7.4629,3.84
1307.51,7.4653,3.23
1307.77,7.4675,4.22
1308.03,7.4697,4.26
1308.31,7.4722,4.76
1308.57,7.4748,4.23
1308.82,7.4769,5.2
1309.08,7.4791,4.8
1309.34,7.4813,7.32
1309.6,7.4835,4.46
1309.87,7.4857,3.76
1310.13,7.4879,3.48
1310.39,7.4903,3.82
1310.65,7.4925,13.9
1310.91,7.4949,8.59
1311.17,7.4973,3.9
1311.43,7.4996,4.24
1311.69,7.5018,4.53
1311.94,7.5038,3.11
1312.32,7.5068,8.3
1312.48,7.508,4.71
1312.74,7.5103,5
1313,7.5129,3.92
1313.26,7.5153,7.64
1313.53,7.5177,4.36
1313.79,7.5201,16.5
1314.05,7.5222,3.14
1314.31,7.5245,4.47
1314.83,7.5294,6.56
1315.09,7.5316,3.67
1315.35,7.5342,4.41
1315.61,7.5367,2.66
1315.87,7.539,4.51
1316.13,7.5413,3.06
1316.4,7.5435,4.73
1316.66,7.5456,11.8
1316.92,7.5478,3.45
1317.18,7.5501,3.79
1317.44,7.5522,3.1
1317.63,7.5537,4.6
1317.96,7.5564,4.95
1318.22,7.5585,4.59
1318.48,7.5606,4.58
1318.74,7.5627,2.8
1319,7.5649,5.92
1319.26,7.5672,3.94
1319.52,7.5692,3.4
1319.78,7.5713,4.93
1320.04,7.5733,4.88
1320.3,7.5756,5.47
1320.56,7.578,4.36
1320.82,7.5802,3.83
1321.08,7.5825,4.32
1321.34,7.5847,4.13
1321.6,7.5868,5.17
1321.87,7.5891,3.7
1322.12,7.5915,4.15
1322.38,7.5936,7.19
1322.64,7.5956,4.99
1322.88,7.5976,3.24
1323.15,7.5999,5.03
1323.42,7.6021,8.02
1323.68,7.6044,8.12
1323.94,7.6068,4.63
1324.2,7.6089,5.47
1324.46,7.6109,3.81
1324.72,7.6132,4.66
1324.98,7.6157,3.68
1325.24,7.6182,4.68
1325.5,7.6205,4.2
1325.76,7.6229,4.92
1326.02,7.6254,8.75
1326.28,7.6277,4.41
1326.54,7.6302,4.03
1326.8,7.6327,4.26
1327.06,7.6352,3.85
1327.32,7.6375,5.29
1327.58,7.6395,2.8
1327.83,7.6416,4.96
1328.11,7.6439,4
1328.35,7.6459,3
1328.61,7.6481,4.39
1328.87,7.6504,2.21
1329.13,7.6527,4.93
1329.39,7.6548,5.8
1329.65,7.657,3.4
1329.91,7.6592,5.32
1330.16,7.6614,6.03
1330.42,7.6638,2.98
1330.68,7.6661,3.65
1330.94,7.6684,3.45
1331.2,7.6708,4.91
1331.46,7.6735,4.09
1331.72,7.6761,4.46
1331.98,7.6782,5.72
1332.23,7.6803,4.54
1332.49,7.6825,4.13
1332.75,7.6845,5.3
1333.01,7.6867,3.49
1333.27,7.6889,3.55
1333.53,7.691,4.43
1333.79,7.6931,3.97
1334.04,7.695,3.78
1334.3,7.6971,1.96
1334.56,7.6994,3.93
1334.82,7.7015,3.09
1335.08,7.7036,1.84
1335.32,7.7057,3.49
1335.6,7.7081,3.8
1335.86,7.7107,5.64
1336.12,7.713,7.45
1336.37,7.7152,4.65
1336.62,7.7176,6.73
1336.91,7.7206,3.31
1337.14,7.7227,6.34
1337.4,7.7252,8.22
1337.61,7.7272,4.17
1337.91,7.7298,4.07
1338.17,7.7319,4.17
1338.43,7.7342,3.53
1338.69,7.7364,2.81
1338.94,7.7385,3.74
1339.2,7.7409,3.19
1339.46,7.7435,4.52
1339.72,7.7454,2.28
1339.97,7.7476,2.98
1340.23,7.7499,4.35
1340.49,7.752,4.23
1340.75,7.7543,3.42
1340.97,7.7562,5.34
1341.26,7.7586,2.62
1341.52,7.7607,3.61
1341.78,7.7628,4.86
1342.03,7.7651,2.15
1342.29,7.7675,5.7
1342.55,7.7696,2.39
1342.81,7.7716,4.56
1343.06,7.7736,3.94
1343.32,7.7761,3.31
1343.58,7.7786,3.65
1343.83,7.7807,2.17
1344.09,7.7828,2.45
1344.35,7.7848,2.33
1344.6,7.787,2.88
1344.86,7.7894,3.19
1345.12,7.7917,3.14
1345.37,7.7939,2.66
1345.61,7.7961,3.74
1345.88,7.7984,4.95
1346.14,7.8003,4.97
1346.4,7.8023,8.27
1346.65,7.8044,16.8
1346.91,7.8065,4.01
1347.17,7.809,3.27
1347.42,7.8114,5.56
1347.68,7.8133,7.4
1347.94,7.8153,2.88
1348.19,7.8174,5.34
1348.44,7.8194,5.77
1348.7,7.8217,4.6
1348.96,7.8241,4.72
1349.22,7.8265,7.1
1349.47,7.8287,3
1349.73,7.8307,2.82
1349.98,7.8327,5.84
1350.23,7.835,5.58
1350.49,7.8373,14.4
1350.76,7.8395,7.19
1351.01,7.8419,4.3
1351.27,7.8444,2.7
1351.52,7.8468,3.19
1351.79,7.8494,9.12
1352.05,7.8517,3.97
1352.29,7.8537,3.92
1352.53,7.8555,4.74
1352.78,7.8576,5.14
1353.06,7.86,2.68
1353.31,7.8621,4.26
1353.57,7.8646,6.32
1353.82,7.867,4.54
1354.08,7.8696,3.85
1354.34,7.8719,4.63
1354.59,7.8739,4.1
1354.91,7.8766,4.93
1355.1,7.8783,3.95
1355.37,7.8806,3.15
1355.61,7.8827,4.48
1355.87,7.8849,4.72
1356.12,7.8872,6.61
1356.37,7.8894,9.08
1356.63,7.8919,3.56
1356.88,7.8944,2.17
1357.13,7.8966,6.12
1357.39,7.8987,4.2
1357.65,7.9009,4.29
1357.9,7.9032,4.3
1358.16,7.9057,3.07
1358.41,7.9081,2.85
1358.67,7.9102,5.97
1358.92,7.9125,4.29
1359.19,7.9149,4.6
1359.45,7.917,4.61
1359.69,7.9192,4.19
1359.94,7.9217,8.61
1360.2,7.9239,2.85
1360.45,7.9259,3.09
1360.7,7.9281,4.88
1360.96,7.9303,3.75
1361.21,7.9325,3.71
1361.47,7.9347,3.73
1361.72,7.9369,4.93
1361.98,7.9394,4.55
1362.23,7.9421,3.55
1362.48,7.9444,5.02
1362.74,7.947,3.22
1362.99,7.9496,4.5
1363.25,7.9519,3.76
1363.51,7.9542,4.95
1363.76,7.9564,5.04
1364.02,7.9588,2.15
1364.27,7.9614,4.36
1364.52,7.9635,3.99
1364.78,7.9657,2.9
1365.03,7.9679,4.02
1365.28,7.97,3.76
1365.54,7.9722,3.66
1365.79,7.9745,5.29
1366.05,7.9768,4.93
1366.3,7.979,3.21
1366.55,7.9813,5.31
1366.81,7.9836,8.01
1367.06,7.9858,2.9
1367.31,7.9878,2.69
1367.57,7.9897,5.78
1367.82,7.9917,4.33
1368.07,7.9939,5.86
1368.33,7.9962,2.67
1368.58,7.9985,4.93
1368.84,8.0008,3.1
1369.09,8.003,6.21
1369.34,8.0055,3.39
1369.6,8.008,3.27
1369.85,8.0102,3.58
1370.1,8.0124,4.16
1370.35,8.0148,5.95
1370.53,8.0166,2.61
1371.08,8.0215,3.081
1371.33,8.0237,5.701
1371.57,8.0259,10.207
1371.79,8.0282,5.265
1372.09,8.0312,4.506
1372.43,8.0344,5.196
1372.73,8.0369,3.885
1373.03,8.0398,4.299
1373.38,8.043,5.885
1373.63,8.0452,3.931
1373.83,8.0473,5.472
1374.07,8.0493,4.023
1374.36,8.0512,5.564
1374.62,8.0533,3.954
1374.85,8.0552,4.874
1375.05,8.0571,4.391
1375.29,8.0589,10.345
1375.52,8.061,6.23
1375.79,8.0638,5.104
1376.08,8.0668,5.035
1376.29,8.0689,3.977
1376.51,8.071,6.322
1376.73,8.073,4.782
1377,8.0755,6.989
1377.25,8.0779,6.253
1377.51,8.0805,3.724
1377.84,8.0837,4.874
1378.12,8.0862,3.517
1378.38,8.0881,5.632
1378.7,8.09,5.908
1378.98,8.0919,6.023
1379.22,8.0938,6.92
1379.48,8.0959,4.414
1379.73,8.098,6.184
1379.98,8.1001,4.874
1380.23,8.1023,5.839
1380.45,8.1043,3.908
1380.67,8.1065,4.23
1380.93,8.109,5.839
1381.16,8.111,4
1381.39,8.1131,5.678
1381.62,8.1152,4.966
1381.81,8.1172,7.633
1382,8.119,5.724
1382.29,8.121,4.184
1382.56,8.123,4.276
1382.77,8.125,7.84
1382.99,8.1271,3.058
1383.22,8.129,5.127
1383.45,8.131,4.207
1383.64,8.1327,5.885
1384.07,8.1367,4.736
1384.36,8.1397,4.897
1384.61,8.1426,4.529
1384.86,8.1456,4.207
1385.08,8.1479,4.115
1385.32,8.1506,6.023
1385.57,8.1531,6.161
1385.76,8.1549,7.357
1385.92,8.1565,2.391
1386.11,8.1581,6.368
1386.29,8.16,5.426
1386.46,8.1616,3.793
1386.66,8.1631,6.667
1386.86,8.1649,6.828
1387.04,8.167,3.609
1387.25,8.1691,4.437
1387.48,8.171,3.747
1387.68,8.1725,4.437
1387.86,8.1741,3.609
1388.03,8.1761,5.701
1388.23,8.1781,5.587
1388.45,8.18,6.759
1388.64,8.182,6.759
1388.8,8.1836,4.69
1389.06,8.1863,4.69
1389.2,8.1881,6.115
1389.37,8.1901,3.678
1389.53,8.1922,3.035
1389.71,8.1941,5.38
1389.91,8.196,8.69
1390.09,8.198,4.644
1390.25,8.1995,6.897
1390.39,8.2008,9.242
1390.55,8.2023,4.138
1390.75,8.2042,4.368
1390.93,8.2058,4.828
1391.09,8.2072,6.575
1391.24,8.2086,6.506
1391.39,8.2099,6.644
1391.57,8.2113,6.851
1391.72,8.2126,4.276
1391.87,8.214,6.023
1392.07,8.216,7.954
1392.27,8.218,6.414
1392.47,8.2198,6.874
1392.67,8.2218,8.391
1392.86,8.2238,8.414
1393.08,8.2258,8.23
1393.31,8.2279,5.77
1393.5,8.23,6.805
1393.68,8.2319,7.564
1393.87,8.2338,7.081
1394.02,8.2353,5.357
1394.18,8.2369,10.23
1394.36,8.239,5.977
1394.54,8.2412,5.701
1394.71,8.2431,5.219
1394.89,8.2449,5.288
1395.07,8.2468,6.506
1395.2,8.248,5.127
1395.34,8.2493,3.311
1395.49,8.2508,6.759
1395.63,8.2524,3.471
1395.77,8.254,3.288
1395.89,8.2552,4.299
1396.1,8.257,4.874
1396.3,8.2589,3.908
1396.44,8.2602,5.655
1396.63,8.2619,4.23
1396.82,8.2635,5.449
1396.97,8.2648,9.035
1397.12,8.2666,5.219
1397.32,8.2691,5.449
1397.55,8.2718,5.334
1397.79,8.2742,4.368
1398.04,8.2767,7.219
1398.23,8.279,3.563
1398.38,8.2806,20.3
1398.55,8.2822,3.196
1398.71,8.2839,6.046
1398.93,8.2858,3.977
1399.16,8.2874,5.472
1399.33,8.2889,6.529
1399.47,8.2904,4.92
1399.65,8.292,3.563
1399.84,8.294,7.931
1400.03,8.2959,5.77
1400.2,8.2975,3.885
1400.34,8.2989,4.046
1400.48,8.3003,6.713
1400.61,8.3015,4
1400.75,8.3024,3.219
1400.91,8.3034,6.92
1401.08,8.3044,4.46
1401.22,8.3057,3.379
1401.37,8.3073,6.138
1401.53,8.3087,4.184
1401.7,8.3101,6.115
1401.85,8.3115,9.012
1401.99,8.313,3.311
1402.14,8.3142,6.414
1402.28,8.3154,9.449
1402.44,8.3168,6.92
1402.59,8.3182,6.115
1402.74,8.3194,3.471
1402.85,8.3201,11.702
1402.98,8.3214,3.977
1403.17,8.3232,5.472
1403.35,8.3248,10.138
1403.52,8.3264,3.471
1403.69,8.3281,6.345
1403.85,8.3295,4.759
1403.98,8.3304,5.632
1404.12,8.3313,1.793
1404.27,8.3329,5.15
1404.47,8.3351,5.173
1404.77,8.3383,4.598
1404.92,8.3398,2.483
1405.08,8.3415,5.77
1405.19,8.3425,6
1405.33,8.3435,4.667
1405.43,8.3442,7.104
1405.55,8.3453,5.15
1405.69,8.3468,4.023
1405.83,8.3483,4.943
1405.94,8.3496,2.897
1406.05,8.3507,3.678
1406.2,8.3521,4.736
1406.4,8.354,3.311
1406.57,8.356,2.598
1406.69,8.3575,6.46
1406.8,8.3585,3.471
1406.92,8.3596,2.759
1407.05,8.3605,1.931
1407.18,8.362,3.816
1407.3,8.3634,3.885
1407.43,8.3644,5.472
1407.58,8.3658,4.092
1407.66,8.3671,11.564
1407.74,8.3679,3.931
1407.85,8.3689,7.679
1407.95,8.3698,3.219
1408.05,8.3706,8.299
1408.14,8.3714,5.518
1408.25,8.3726,5.357
1408.35,8.3736,6.207
1408.45,8.3744,3.127
1408.59,8.3755,2.713
1408.73,8.3766,3.334
1408.86,8.3779,7.61
1408.95,8.379,3.747
1409.06,8.3804,4.069
1409.16,8.3816,3.885
1409.28,8.3825,4.506
1409.37,8.3833,4.575
1409.45,8.384,2.736
1409.56,8.3848,9.219
1409.7,8.3862,3.012
1409.84,8.3875,4.552
1409.94,8.3885,24.461
1410.05,8.3895,8.483
1410.16,8.3908,5.724
1410.25,8.3919,8
1410.33,8.3927,3.816
1410.42,8.3934,4.207
1410.57,8.3948,4.759
1410.8,8.3967,3.724
1411.05,8.3985,5.701
1411.28,8.4003,5.678
1411.47,8.4022,6.92
1411.68,8.4044,7.242
1411.96,8.407,3.816
1412.28,8.4095,2.828
1412.52,8.412,6.368
1412.72,8.4144,4.69
1412.95,8.4168,5.472
1413.17,8.419,5.655
1413.37,8.421,3.701
1413.54,8.423,7.541
1413.76,8.4253,4.161
1414,8.4276,7.587
1414.17,8.429,4.897
1414.32,8.4301,6.874
1414.55,8.4317,3.242
1414.74,8.4332,6.414
1414.92,8.4349,2.851
1415.14,8.4369,4.966
1415.32,8.439,4.667
1415.86,8.4434,2.368
1416.01,8.445,3.77
1416.21,8.4471,4.989
1416.43,8.4491,10.575
1416.62,8.4512,3.173
1416.78,8.4533,4.414
1416.97,8.4552,4.966
1417.17,8.4571,4.874
1417.37,8.4591,5.541
1417.57,8.4612,9.771
1417.77,8.4633,7.15
1417.97,8.4651,6.115
1418.17,8.4672,5.678
1418.37,8.4692,8.391
1418.57,8.4709,3.196
1418.77,8.473,4.69
1418.97,8.475,6.299
1419.17,8.4772,3.632
1419.37,8.4794,3.77
1419.57,8.4813,3.311
1419.77,8.483,5.196
1419.97,8.4843,3.242
1420.17,8.486,6.851
1420.37,8.4881,6.115
1420.57,8.4904,4.276
1420.77,8.4922,4.598
1420.99,8.4944,3.609
1421.17,8.4963,4.943
1421.37,8.4986,7.908
1421.57,8.5007,4.161
1421.77,8.5024,5.931
1421.97,8.5043,8.828
1422.17,8.5062,6.276
1422.37,8.5084,5.288
1422.57,8.5107,3.609
1422.77,8.5124,6.621
1422.97,8.5141,2.207
1423.17,8.5158,4.161
1423.37,8.5175,3.15
1423.57,8.5194,5.931
1423.77,8.5216,4.276
1423.97,8.5236,4.023
1424.17,8.5255,5.449
1424.37,8.5274,4.046
1424.57,8.5293,8.345
1424.77,8.5312,4.138
1424.97,8.5331,8.529
1425.17,8.5351,12.162
1425.37,8.5371,5.357
1425.57,8.539,5.219
1425.77,8.541,3.357
1425.97,8.5429,8.414
1426.17,8.5451,4.069
1426.37,8.5474,5.495
1426.57,8.5494,5.908
1426.77,8.5513,4.966
1426.97,8.5533,2.529
1427.17,8.5552,4.828
1427.38,8.5572,3.563
1427.6,8.5592,4.299
1427.84,8.5612,2.138
1428.08,8.5632,4.667
1428.3,8.565,4.92
1428.54,8.5671,22.53
1428.76,8.5692,4.989
1428.96,8.5711,3.563
1429.17,8.5731,10.345
1429.41,8.575,3.747
1429.64,8.5767,7.081
1429.86,8.5783,4.161
1430.08,8.58,4.966
1430.3,8.5819,3.471
1430.51,8.5839,4.759
1430.71,8.5859,8.391
1430.9,8.5877,3.517
1431.15,8.5902,4.874
1431.4,8.5929,5.173
1431.66,8.5953,3.494
1431.93,8.5978,4.069
1432.16,8.6001,5.793
1432.39,8.6024,6.644
1432.92,8.607,3.494
1433.16,8.6091,4.161
1433.36,8.6109,5.518
1433.52,8.6125,7.633
1433.68,8.6143,2.529
1433.87,8.6163,4.368
1434.07,8.6178,3.196
1434.3,8.6197,6.46
1434.51,8.6217,7.035
1434.66,8.6232,4.46
1434.84,8.625,5.242
1435.02,8.627,4.989
1435.21,8.6289,4.069
1435.42,8.6309,3.632
1435.63,8.633,4
1435.85,8.635,4.276
1436.09,8.6371,3.334
1436.32,8.639,3.724
1436.55,8.641,5.931
1436.81,8.6431,4.023
1436.98,8.6446,7.495
1437.13,8.6462,9.702
1437.4,8.6491,5.403
1437.67,8.6517,4.575
1437.86,8.6533,5.104
1438.03,8.6549,10.368
1438.22,8.6567,3.586
1438.42,8.6585,5.564
1438.61,8.6598,7.863
1438.79,8.6611,5.265
