years_ago,value
-6843.4267500000005,257.6915329485085
-6841.4310000000005,257.6748032152191
-6839.43525,257.66069733346194
-6837.4395,257.6492826673758
-6835.44375,257.64062119816487
-6833.448,257.6347695240995
-6831.45225,257.6317788605161
-6829.4565,257.631695039817
-6827.46075,257.6345585114706
-6825.465,257.6404043420111
-6823.46925,257.64926221503913
-6821.4735,257.66115643122095
-6819.47775,257.6761059082889
-6817.482,257.6941241810413
-6815.48625,257.71521940134267
-6813.4905,257.7393943381233
-6811.49475,257.7666463773795
-6809.499,257.79696752217376
-6807.50325,257.83034439263434
-6805.5075,257.86675822595566
-6803.51175,257.90618487639824
-6801.516,257.9485948152883
-6799.52025,257.9939531310182
-6797.5244999999995,258.04338625382746
-6795.5287499999995,258.09740634705696
-6793.533,258.15577663101635
-6791.53725,258.21825874357444
-6789.5415,258.2846127401592
-6787.54575,258.3545970937576
-6785.55,258.4279686949152
-6783.55425,258.5044828517369
-6781.5585,258.5838932898866
-6779.56275,258.66595215258684
-6777.567,258.7504100006196
-6775.57125,258.83701581232543
-6773.5755,258.92551698360427
-6771.57975,259.01565932791465
-6769.584,259.10718707627433
-6767.58825,259.1998428772601
-6765.5925,259.29336779700753
-6763.596750000001,259.3875013192111
-6761.601000000001,259.48198134512484
-6759.6052500000005,259.57654419356095
-6757.6095000000005,259.6713072300485
-6755.61375,259.7669152957649
-6753.618,259.8632215924718
-6751.62225,259.9600800873711
-6749.6265,260.05734551310513
-6747.63075,260.15487336775584
-6745.635,260.2525199148456
-6743.63925,260.3501421833368
-6741.6435,260.44759796763213
-6739.64775,260.5447458275742
-6737.652,260.6414450884458
-6735.65625,260.73755584096983
-6733.6605,260.83293894130946
-6731.66475,260.9274560110678
-6729.669,261.0209694372883
-6727.67325,261.11334237245427
-6725.6775,261.2044387344892
-6723.68175,261.29412320675704
-6721.686,261.3822612380614
-6719.69025,261.4687190426462
-6717.6945,261.55336360019567
-6715.69875,261.63606265583394
-6713.7029999999995,261.7166847201252
-6711.70725,261.795099069074
-6709.7115,261.871175744125
-6707.71575,261.94478555216284
-6705.72,262.0158000655121
-6703.72425,262.08409162193806
-6701.7285,262.1495333246456
-6699.73275,262.21199904228007
-6697.737,262.2713634089266
-6695.74125,262.3275018241107
-6693.7455,262.3802904527981
-6691.74975,262.42960622539425
-6689.754,262.475326837745
-6687.75825,262.5173307511365
-6685.7625,262.55549719229475
-6683.76675,262.58970615338586
-6681.771,262.619844292034
-6679.775250000001,262.6465002631898
-6677.779500000001,262.6706542137146
-6675.7837500000005,262.69268533335764
-6673.7880000000005,262.71256606700143
-6671.79225,262.7302741311284
-6669.7965,262.7457925138208
-6667.80075,262.75910947476103
-6665.805,262.77021854523105
-6663.80925,262.7791185281129
-6661.8135,262.78581349788857
-6659.81775,262.7903128006398
-6657.822,262.7926310540485
-6655.82625,262.7927881473961
-6653.8305,262.79080924156426
-6651.83475,262.7867247690342
-6649.839,262.78057043388753
-6647.84325,262.77238721180527
-6645.8475,262.7622213500686
-6643.85175,262.7501243675585
-6641.856,262.73615305475596
-6639.86025,262.7203694737418
-6637.8645,262.70284095819665
-6635.86875,262.68364011340117
-6633.873,262.66284481623586
-6631.87725,262.64053821518115
-6629.8814999999995,262.6168087303174
-6627.88575,262.5917500533248
-6625.89,262.56546114748346
-6623.89425,262.5380462476734
-6621.8985,262.50961486037454
-6619.90275,262.48028176366665
-6617.907,262.4501670072295
-6615.91125,262.4193959123426
-6613.9155,262.38809907188556
-6611.91975,262.3564123503378
-6609.924,262.32447688377863
-6607.92825,262.2924390798871
-6605.9325,262.26045061794264
-6603.93675,262.2286684488239
-6601.941,262.19725479500994
-6599.94525,262.16637715057965
-6597.949500000001,262.13620828121174
-6595.953750000001,262.104261329487
-6593.9580000000005,262.06986723707
-6591.9622500000005,262.0331665072411
-6589.9665,261.9942980256746
-6587.97075,261.95339906043813
-6585.975,261.91060526199306
-6583.97925,261.8660506631943
-6581.9835,261.8198676792906
-6579.98775,261.7721871079242
-6577.992,261.7231381291309
-6575.99625,261.67284830534027
-6574.0005,261.6214435813754
-6572.00475,261.569048284453
-6570.009,261.51578512418354
-6568.01325,261.46177519257117
-6566.0175,261.40713796401326
-6564.02175,261.3519912953013
-6562.026,261.29645142562015
-6560.03025,261.2406329765483
-6558.0345,261.1846489520579
-6556.03875,261.12861073851485
-6554.043,261.0726281046786
-6552.04725,261.016809201702
-6550.0515,260.96126056313204
-6548.0557499999995,260.90608710490864
-6546.06,260.851392125366
-6544.06425,260.79727730523166
-6542.0685,260.74384270762687
-6540.07275,260.69118677806637
-6538.077,260.6394063444586
-6536.08125,260.58859661710574
-6534.0855,260.53885118870335
-6532.08975,260.4902620343409
-6530.094,260.4429195115013
-6528.09825,260.39691236006126
-6526.1025,260.35232770229095
-6524.10675,260.30925104285416
-6522.111,260.2677662688084
-6520.11525,260.22795564960484
-6518.1195,260.18989983708826
-6516.12375,260.15379473455016
-6514.128000000001,260.1199403636476
-6512.132250000001,260.0883769072327
-6510.1365000000005,260.0591436549371
-6508.1407500000005,260.03227900317114
-6506.145,260.00782045512506
-6504.14925,259.98580462076796
-6502.1535,259.9662672168485
-6500.15775,259.94924306689455
-6498.162,259.9347661012134
-6496.16625,259.92286935689157
-6494.1705,259.91358497779476
-6492.17475,259.90694421456817
-6490.179,259.9029774246362
-6488.18325,259.9017140722026
-6486.1875,259.90318272825044
-6484.19175,259.9074110705421
-6482.196,259.91442588361906
-6480.20025,259.9242465445796
-6478.2045,259.93611601451533
-6476.20875,259.9499826241371
-6474.213,259.96579233982834
-6472.21725,259.9834887636448
-6470.2215,260.0030131333145
-6468.22575,260.02430432223804
-6466.23,260.04729883948823
-6464.2342499999995,260.07193082981047
-6462.2385,260.09813207362237
-6460.24275,260.1258319870141
-6458.247,260.1549576217479
-6456.25125,260.185433665259
-6454.2555,260.21718244065426
-6452.25975,260.25012390671355
-6450.264,260.28417565788885
-6448.26825,260.3192529243045
-6446.2725,260.3552685717574
-6444.27675,260.39213310171675
-6442.281,260.42975465132406
-6440.28525,260.46803899339346
-6438.2895,260.506889536411
-6436.29375,260.5462073245359
-6434.298,260.5858910375989
-6432.30225,260.6258369911038
-6430.306500000001,260.66593913622637
-6428.310750000001,260.70608905981504
-6426.3150000000005,260.74617598439056
-6424.3192500000005,260.78608676814594
-6422.3235,260.82570590494674
-6420.32775,260.86491552433074
-6418.332,260.90359539150836
-6416.33625,260.94162290736216
-6414.3405,260.9788731084472
-6412.34475,261.015218666991
-6410.349,261.05052989089336
-6408.35325,261.08467472372655
-6406.3575,261.1175187447351
-6404.36175,261.148925168836
-6402.366,261.1787548466189
-6400.37025,261.20686626434536
-6398.3745,261.2331155439495
-6396.37875,261.25735644303813
-6394.383,261.2809603848692
-6392.38725,261.30405683998003
-6390.3915,261.32665437972327
-6388.39575,261.3487622998374
-6386.4,261.3718648793252
-6384.40425,261.39646871133374
-6382.4085,261.42237192199417
-6380.4127499999995,261.4493777331743
-6378.417,261.47729446247723
-6376.42125,261.5059355232432
-6374.4255,261.53511942454793
-6372.42975,261.5642591384179
-6370.434,261.5913451367212
-6368.43825,261.61644412055387
-6366.4425,261.6396231644997
-6364.44675,261.66094971663006
-6362.451,261.680491598504
-6360.45525,261.6983170051679
-6358.4595,261.7144945051556
-6356.46375,261.72909304048903
-6354.468,261.74218192667735
-6352.47225,261.7538308527171
-6350.4765,261.7641098810927
-6348.480750000001,261.77308944777593
-6346.485000000001,261.78084036222623
-6344.4892500000005,261.7874338073907
-6342.4935000000005,261.7929413397039
-6340.49775,261.7974348890878
-6338.502,261.80098675895215
-6336.50625,261.80366962619433
-6334.5105,261.80555654119905
-6332.51475,261.8067209278386
-6330.519,261.80723658347296
-6328.52325,261.8071776789498
-6326.5275,261.8066187586041
-6324.53175,261.80563474025837
-6322.536,261.80430091522294
-6320.54025,261.80269294829554
-6318.5445,261.80088687776146
-6316.54875,261.79895911539364
-6314.553,261.79685741106834
-6312.55725,261.79438757070056
-6310.5615,261.79158957974624
-6308.56575,261.7885030727629
-6306.57,261.78516733341013
-6304.57425,261.7816212944493
-6302.5785,261.77790353774384
-6300.58275,261.77405229425875
-6298.5869999999995,261.77010544406136
-6296.59125,261.7661005163205
-6294.5955,261.762074689307
-6292.59975,261.75806479039363
-6290.604,261.7541072960551
-6288.60825,261.750238331868
-6286.6125,261.74649367251055
-6284.61675,261.7429087417631
-6282.621,261.7395186125079
-6280.62525,261.73635800672895
-6278.6295,261.73346129551214
-6276.63375,261.73086249904554
-6274.638,261.7285952866187
-6272.64225,261.7266929766234
-6270.6465,261.7251885365528
-6268.65075,261.7241371547701
-6266.655,261.7235858503821
-6264.659250000001,261.7235625410019
-6262.663500000001,261.72409487503563
-6260.6677500000005,261.72521023168275
-6258.6720000000005,261.7269357209357
-6256.67625,261.7292981835801
-6254.6805,261.73232419119466
-6252.68475,261.73604004615134
-6250.689,261.74047178161493
-6248.69325,261.74564516154356
-6246.6975,261.75158568068855
-6244.70175,261.75831856459416
-6242.706,261.76586876959783
-6240.71025,261.7742609828303
-6238.7145,261.78351962221507
-6236.71875,261.79366883646907
-6234.723,261.80473250510227
-6232.72725,261.8167342384178
-6230.7315,261.8296537158615
-6228.73575,261.84347960944615
-6226.74,261.8582430519297
-6224.74425,261.8739747367614
-6222.7485,261.89070491808013
-6220.75275,261.9084634107158
-6218.757,261.92727959018873
-6216.76125,261.9471823927096
-6214.7654999999995,261.9682003151795
-6212.76975,261.99036141519025
-6210.774,262.0136933110237
-6208.77825,262.03822318165265
-6206.7825,262.0639777667399
-6204.78675,262.0909833666394
-6202.791,262.1192658423947
-6200.79525,262.14885061574057
-6198.7995,262.17976266910176
-6196.80375,262.2120265455937
-6194.808,262.2456663490222
-6192.81225,262.2807057438837
-6190.8165,262.317167955365
-6188.82075,262.3550757693432
-6186.825,262.3944515323863
-6184.82925,262.4336894192116
-6182.833500000001,262.47194082227185
-6180.837750000001,262.50899860657665
-6178.842000000001,262.5446508264753
-6176.8462500000005,262.57868072565725
-6174.8505000000005,262.6108667371519
-6172.85475,262.640982483329
-6170.859,262.66925015647894
-6168.86325,262.6975532076786
-6166.8675,262.7258948696089
-6164.87175,262.75427828653926
-6162.876,262.7827065143275
-6160.88025,262.81118252042046
-6158.8845,262.839709183853
-6156.88875,262.868289295249
-6154.893,262.8969255568207
-6152.89725,262.92562058236894
-6150.9015,262.9543768972832
-6148.90575,262.9831969385416
-6146.91,263.01208305471073
-6144.91425,263.0410375059457
-6142.9185,263.07006246399055
-6140.92275,263.09916001217744
-6138.927,263.1283321454273
-6136.93125,263.15758077024975
-6134.9355,263.1869077047429
-6132.93975,263.21631467859345
-6130.944,263.2458033330767
-6128.94825,263.2753752210566
-6126.9525,263.3050318069853
-6124.95675,263.33477446690415
-6122.961,263.36460448844264
-6120.96525,263.3945230708189
-6118.9695,263.4245313248398
-6116.97375,263.4546302729007
-6114.978,263.48482084898546
