years_ago,value
-6112.98225,263.5151038986667
-6110.9865,263.5454801791055
-6108.99075,263.57595035905143
-6106.995,263.6065150188428
-6104.99925,263.6371746504066
-6103.0035,263.6679296572581
-6101.00775,263.69878035450154
-6099.012000000001,263.72972696882914
-6097.016250000001,263.76076963852245
-6095.0205000000005,263.79190841345115
-6093.0247500000005,263.82314325507326
-6091.029,263.8544740364362
-6089.03325,263.8859005421751
-6087.0375,263.9176097438876
-6085.04175,263.94960843846786
-6083.046,263.9818747380875
-6081.05025,264.014387106776
-6079.0545,264.0471243604191
-6077.05875,264.0800656667597
-6075.063,264.11319054539797
-6073.06725,264.1464788677905
-6071.0715,264.1799108572512
-6069.07575,264.21346708895095
-6067.08,264.247103568378
-6065.08425,264.28078034582865
-6063.0885,264.3144747984154
-6061.09275,264.348164573417
-6059.097,264.3818275882776
-6057.10125,264.41544203060727
-6055.1055,264.44898635818157
-6053.10975,264.482439298942
-6051.114,264.51577985099567
-6049.1182499999995,264.5489872826155
-6047.1225,264.58204113223997
-6045.12675,264.6149212084732
-6043.131,264.64760759008556
-6041.13525,264.6800806260125
-6039.1395,264.7123209353554
-6037.14375,264.74430940738165
-6035.148,264.77602720152385
-6033.15225,264.8074557473807
-6031.1565,264.8385767447166
-6029.16075,264.8694203703872
-6027.165,264.9000163998255
-6025.16925,264.9303561935848
-6023.1735,264.96043155248725
-6021.17775,264.9902347176231
-6019.182,265.01975837035104
-6017.18625,265.0489956322982
-6015.190500000001,265.07794006535994
-6013.194750000001,265.1065856717001
-6011.1990000000005,265.13492689375107
-6009.2032500000005,265.16295861421315
-6007.2075,265.1906761560553
-6005.21175,265.2180752825149
-6003.216,265.2451521970976
-6001.22025,265.2719035435774
-5999.2245,265.29832640599676
-5997.22875,265.32441830866645
-5995.233,265.3501772161656
-5993.23725,265.3756015333417
-5991.2415,265.40069010531073
-5989.24575,265.4254422174569
-5987.25,265.44985759543295
-5985.25425,265.47393640515975
-5983.2585,265.49767925282674
-5981.26275,265.52108718489166
-5979.267,265.5441616880805
-5977.27125,265.56690468938797
-5975.2755,265.5893185560769
-5973.27975,265.6114060956783
-5971.284,265.633170555992
-5969.28825,265.6546156250859
-5967.2925,265.6757454312964
-5965.2967499999995,265.69656454322796
-5963.301,265.7170779697541
-5961.30525,265.73729116001584
-5959.3095,265.7572100034234
-5957.31375,265.7768408296546
-5955.318,265.7961904086563
-5953.32225,265.8152659506432
-5951.3265,265.8340751060988
-5949.33075,265.8526259657747
-5947.335,265.8716317226066
-5945.33925,265.89343269112254
-5943.3435,265.9177226018754
-5941.34775,265.94420203242623
-5939.352,265.97257840734403
-5937.35625,266.0025659982059
-5935.3605,266.03388592359715
-5933.364750000001,266.066266149111
-5931.369000000001,266.0994414873489
-5929.373250000001,266.13315359792034
-5927.3775000000005,266.16715098744265
-5925.3817500000005,266.20118900954174
-5923.386,266.235029864851
-5921.39025,266.2684426010125
-5919.3945,266.3012031126758
-5917.39875,266.3330941414991
-5915.403,266.36390527614816
-5913.40725,266.3934329522972
-5911.4115,266.42148045262843
-5909.41575,266.447857906832
-5907.42,266.47238229160627
-5905.42425,266.4948774306576
-5903.4285,266.51517399470055
-5901.43275,266.5331095014576
-5899.437,266.54852831565955
-5897.44125,266.5612816490448
-5895.4455,266.5712275603605
-5893.44975,266.5782309553612
-5891.454,266.58216358681017
-5889.45825,266.5829040544782
-5887.4625,266.5775350725559
-5885.46675,266.5646093395205
-5883.471,266.5444020705009
-5881.4752499999995,266.5172124837471
-5879.4794999999995,266.48333750181644
-5877.483749999999,266.44307175157377
-5875.488,266.3967075641915
-5873.49225,266.3445349751496
-5871.4965,266.2868417242354
-5869.50075,266.2239132555438
-5867.505,266.1560327174773
-5865.50925,266.0834809627457
-5863.5135,266.0065365483665
-5861.51775,265.92547573566475
-5859.522,265.8405724902729
-5857.52625,265.7520984821308
-5855.530500000001,265.66032308548597
-5853.534750000001,265.5655133788935
-5851.539000000001,265.4679341452158
-5849.543250000001,265.367847871623
-5847.547500000001,265.26551474959246
-5845.5517500000005,265.1611926749093
-5843.5560000000005,265.0551372476661
-5841.56025,264.9476017722629
-5839.5645,264.83883725740714
-5837.56875,264.72909241611416
-5835.573,264.6186136657063
-5833.57725,264.50764512781365
-5831.5815,264.39642862837394
-5829.58575,264.28520369763226
-5827.59,264.1742075701412
-5825.59425,264.0636751847609
-5823.5985,263.95383918465893
-5821.60275,263.84492991731065
-5819.607,263.7371754344985
-5817.61125,263.6308014923128
-5815.6155,263.52603155115105
-5813.61975,263.4230867757187
-5811.624,263.3221860350282
-5809.62825,263.22354590239996
-5807.6325,263.1273806554616
-5805.63675,263.03390227614835
-5803.641,262.94332045070297
-5801.64525,262.85584256967576
-5799.6494999999995,262.7716737279244
-5797.6537499999995,262.6910167246142
-5795.657999999999,262.6140720632179
-5793.66225,262.5410379515159
-5791.6665,262.4721103015959
-5789.67075,262.40748272985314
-5787.675,262.34803824688777
-5785.67925,262.29444445225585
-5783.6835,262.2467628843046
-5781.68775,262.2050553436049
-5779.692,262.1693838929509
-5777.69625,262.1398108573605
-5775.7005,262.11639882407496
-5773.70475,262.099210642559
-5771.709000000001,262.0883094245009
-5769.713250000001,262.0837585438124
-5767.717500000001,262.0856216366286
-5765.721750000001,262.0939626013086
-5763.726000000001,262.1088455984343
-5761.7302500000005,262.13033505081177
-5759.7345000000005,262.1584956434699
-5757.73875,262.19339232366167
-5755.743,262.23509030086313
-5753.74725,262.2836550467741
-5751.7515,262.3391522953179
-5749.75575,262.4016480426409
-5747.76,262.47120854711375
-5745.76425,262.5471223105253
-5743.7685,262.6267278752096
-5741.77275,262.7097608865004
-5739.777,262.7959508452156
-5737.78125,262.8850211076569
-5735.7855,262.97668888560975
-5733.78975,263.0706652463434
-5731.794,263.1666551126107
-5729.79825,263.2643572626488
-5727.8025,263.3634643301778
-5725.80675,263.4636628044025
-5723.811,263.56463303001084
-5721.81525,263.66604920717475
-5719.8195,263.76757939155016
-5717.82375,263.8688854942764
-5715.8279999999995,263.96962328197685
-5713.8322499999995,264.0694423767587
-5711.836499999999,264.1679862562127
-5709.84075,264.2648922534137
-5707.845,264.35979155691996
-5705.84925,264.4523092107738
-5703.8535,264.54206411450133
-5701.85775,264.62866902311237
-5699.862,264.71173054710044
-5697.86625,264.79084915244306
-5695.8705,264.8656191606013
-5693.87475,264.93562874852023
-5691.879,265.0004599486286
-5689.883250000001,265.0596886488389
-5687.887500000001,265.1127235044
-5685.891750000001,265.16204293028665
-5683.896000000001,265.20910456682947
-5681.900250000001,265.25394905863396
-5679.904500000001,265.2966188718522
-5677.9087500000005,265.33715829418225
-5675.9130000000005,265.3756134348687
-5673.91725,265.412032224702
-5671.9215,265.44646441601924
-5669.92575,265.47896158270333
-5667.93,265.50957712018374
-5665.93425,265.53836624543607
-5663.9385,265.56538599698206
-5661.94275,265.59069523488984
-5659.947,265.6143546407737
-5657.95125,265.63642671779394
-5655.9555,265.6569757906576
-5653.95975,265.6760680056174
-5651.964,265.6937713304727
-5649.96825,265.71015555456887
-5647.9725,265.7252922887977
-5645.97675,265.7392549655969
-5643.981,265.75211883895076
-5641.98525,265.76396098438954
-5639.9895,265.77486029898995
-5637.99375,265.78489750137476
-5635.998,265.79415513171296
-5634.00225,265.8027175517201
-5632.0064999999995,265.81067094465743
-5630.0107499999995,265.81810331533285
-5628.015,265.82510449010033
-5626.01925,265.8317661168601
-5624.0235,265.8381816650585
-5622.02775,265.84444642568843
-5620.032,265.85065751128883
-5618.03625,265.8569138559447
-5616.0405,265.8633162152874
-5614.04475,265.8699671664946
-5612.049,265.87697110829026
-5610.05325,265.8844342609444
-5608.0575,265.8924646662732
-5606.061750000001,265.9011721876395
-5604.066000000001,265.9106685099518
-5602.070250000001,265.92106713966524
-5600.074500000001,265.93248340478107
-5598.078750000001,265.9450344548468
-5596.0830000000005,265.958839260956
-5594.0872500000005,265.9740186157488
-5592.0915,265.9906951334112
-5590.09575,266.00899324967577
-5588.1,266.02903922182105
-5586.10425,266.0505877622171
-5584.1085,266.0737989963604
-5582.11275,266.0985559514052
-5580.117,266.1247432684565
-5578.12125,266.1522472025698
-5576.1255,266.1809556227513
-5574.12975,266.2107580119576
-5572.134,266.24154546709605
-5570.13825,266.27321069902445
-5568.1425,266.3056480325514
-5566.14675,266.33875340643596
-5564.151,266.37242437338773
-5562.15525,266.40656010006694
-5560.1595,266.44106136708444
-5558.16375,266.4758305690018
-5556.168,266.51077171433076
-5554.17225,266.5457904255342
-5552.1765,266.5807939390252
-5550.1807499999995,266.6156911051676
-5548.1849999999995,266.6503923882758
-5546.189249999999,266.6848098666147
-5544.1935,266.71885723239996
-5542.19775,266.7524497917975
-5540.202,266.7855044649243
-5538.20625,266.81793978584767
-5536.2105,266.84967590258555
-5534.21475,266.8806345771063
-5532.219,266.9107391853292
-5530.22325,266.93991471712377
-5528.2275,266.96808777631054
-5526.23175,266.9951865806601
-5524.236000000001,267.02114096189416
-5522.240250000001,267.0458823656847
-5520.244500000001,267.06934385165437
-5518.248750000001,267.09146009337644
-5516.253000000001,267.11216737837464
-5514.257250000001,267.13140360812343
-5512.2615000000005,267.1491082980479
-5510.2657500000005,267.16522257752354
-5508.27,267.17968918987657
-5506.27425,267.1924524923839
-5504.2785,267.20345845627276
-5502.28275,267.21265466672116
-5500.287,267.2199903228577
-5498.29125,267.2254162377614
-5496.2955,267.22888483846214
-5494.29975,267.2303501659402
-5492.304,267.22976787512636
-5490.30825,267.2270952349024
-5488.3125,267.2222911281002
-5486.31675,267.21549390928817
-5484.321,267.20638993284416
-5482.32525,267.19484931914025
-5480.3295,267.18094608686874
-5478.33375,267.16475517597814
-5476.338,267.1463524476736
-5474.34225,267.1258146844165
-5472.3465,267.10321958992455
-5470.35075,267.07864578917196
-5468.355,267.0521728283892
-5466.3592499999995,267.02388117506314
-5464.3634999999995,266.9938522179372
-5462.367749999999,266.9621682670109
-5460.372,266.92891255354033
-5458.37625,266.8941692300379
-5456.3805,266.8580233702726
-5454.38475,266.82056096926925
-5452.389,266.78186894330963
-5450.39325,266.7420351299317
-5448.3975,266.7011482879295
-5446.40175,266.6592980973542
-5444.406,266.61657515951237
-5442.41025,266.5730709969677
-5440.414500000001,266.52887805354004
-5438.418750000001,266.48408969430545
-5436.423000000001,266.43880020559664
-5434.427250000001,266.3931047950025
-5432.431500000001,266.3470995913684
-5430.435750000001,266.30088164479605
-5428.4400000000005,266.2545489266437
-5426.4442500000005,266.2082003295254
-5424.4485,266.1619356673123
-5422.45275,266.1158556751316
-5420.457,266.07006200936706
-5418.46125,266.02465724765824
-5416.4655,265.979744888902
-5414.46975,265.93542935325075
-5412.474,265.89181598211377
-5410.47825,265.84901103815633
-5408.4825,265.80712170530063
-5406.48675,265.76625608872473
-5404.491,265.72652321486333
-5402.49525,265.6880330314075
-5400.4995,265.65089640730446
-5398.50375,265.615225132758
-5396.508,265.5811319192285
-5394.51225,265.54873039943215
-5392.5165,265.51813512734213
-5390.52075,265.4894615781876
-5388.525,265.4628261484543
-5386.52925,265.4383461558842
-5384.5335,265.4157088753397
-5382.5377499999995,265.3941641607762
-5380.5419999999995,265.373710247569
-5378.54625,265.3543439420298
-5376.5505,265.3360606214058
-5374.55475,265.31885423388076
-5372.559,265.30271729857395
-5370.56325,265.28764090554125
-5368.5675,265.27361471577416
-5366.57175,265.26062696120033
-5364.576,265.24866444468347
-5362.58025,265.23724803611714
-5360.5845,265.22610569376974
-5358.58875,265.2152973317635
-5356.593000000001,265.2048798522073
-5354.597250000001,265.19490714519674
-5352.601500000001,265.18543008881403
-5350.605750000001,265.1764965491281
-5348.610000000001,265.1681513801946
-5346.6142500000005,265.1604364240557
-5344.6185000000005,265.1533905107406
-5342.62275,265.1470494582647
-5340.627,265.1414460726304
-5338.63125,265.13661014782684
-5336.6355,265.1325684658296
-5334.63975,265.12934479660095
-5332.644,265.1269598980903
-5330.64825,265.12543151623305
-5328.6525,265.12477438495176
-5326.65675,265.1250002261554
-5324.661,265.1261177497399
-5322.66525,265.1281326535877
-5320.6695,265.131047623568
-5318.67375,265.13486233353643
-5316.678,265.13957344533566
-5314.68225,265.14517460879483
-5312.6865,265.15165646172983
-5310.69075,265.1590066299431
-5308.695,265.16720972722396
-5306.69925,265.1762473553483
-5304.7035,265.18609810407895
-5302.70775,265.1967375511648
-5300.7119999999995,265.20813826234195
-5298.7162499999995,265.22026979133307
-5296.720499999999,265.23309867984744
-5294.72475,265.2465884575812
-5292.729,265.26069964221676
-5290.73325,265.2753897394237
-5288.7375,265.290613242858
-5286.74175,265.3063216341624
-5284.746,265.32246338296625
-5282.75025,265.33954637648196
-5280.7545,265.35778308332937
-5278.75875,265.3771983453135
-5276.763,265.39780213050693
-5274.767250000001,265.4196028756733
-5272.771500000001,265.4426074862671
-5270.775750000001,265.4668213364329
-5268.780000000001,265.49224826900655
-5266.784250000001,265.5188905955144
-5264.788500000001,265.5467490961736
-5262.7927500000005,265.57582301989174
-5260.7970000000005,265.60611008426747
-5258.80125,265.63760647558985
-5256.8055,265.6703068488389
-5254.80975,265.70420432768515
-5252.814,265.73929050449
-5250.81825,265.77555544030537
-5248.8225,265.8129876648741
-5246.82675,265.8515741766295
-5244.831,265.8913004426958
-5242.83525,265.93215039888787
-5240.8395,265.97410644971114
-5238.84375,266.01714946836205
-5236.848,266.0612587967274
-5234.85225,266.10641224538494
-5232.8565,266.1525860936031
-5230.86075,266.1997550893409
-5228.865,266.2478924492482
-5226.86925,266.29696985866536
-5224.8735,266.34695747162374
-5222.87775,266.39782391084526
-5220.882,266.4495362677425
-5218.88625,266.50206010241874
-5216.8904999999995,266.55535944366807
-5214.8947499999995,266.60939678897535
-5212.899,266.66413310451577
-5210.90325,266.7195278251557
-5208.9075,266.77553885445207
-5206.91175,266.8321225646521
-5204.916,266.8892337966945
-5202.92025,266.9468258602079
-5200.9245,267.0048505335123
-5198.92875,267.0641998303076
-5196.933,267.12479578098817
-5194.93725,267.18648432969735
-5192.9415,267.24911197374666
-5190.945750000001,267.3125257636159
-5188.950000000001,267.37657330295286
-5186.954250000001,267.44110274857354
-5184.958500000001,267.50596281046256
-5182.962750000001,267.5710027517721
-5180.967000000001,267.63607238882275
-5178.9712500000005,267.7010220911036
-5176.9755000000005,267.76570278127133
-5174.97975,267.82996593515134
-5172.984,267.8936635817371
-5170.98825,267.95664830319
-5168.9925,268.0187732348398
-5166.99675,268.0798920651845
-5165.001,268.1398590358902
-5163.00525,268.19852894179127
-5161.0095,268.2562699906966
-5159.01375,268.313322365087
-5157.018,268.36962499873556
-5155.02225,268.42511896153314
-5153.0265,268.47974745948756
-5151.03075,268.5334558347249
-5149.035,268.5861915654883
-5147.03925,268.6379042661388
-5145.0435,268.6885456871543
-5143.04775,268.7380697151313
-5141.052,268.7864323727827
-5139.05625,268.83359181893996
-5137.0605,268.87950834855127
-5135.06475,268.9241443926829
-5133.0689999999995,268.9674645185183
-5131.0732499999995,269.0094354293587
-5129.0775,269.0500259646227
-5127.08175,269.08920709984653
-5125.086,269.126951946684
-5123.09025,269.1632357529063
-5121.0945,269.1980359024024
-5119.09875,269.23133191517866
-5117.103,269.2631054473589
-5115.10725,269.2933402911845
-5113.1115,269.3220223750147
-5111.11575,269.34913976332575
-5109.120000000001,269.37468265671185
-5107.124250000001,269.39864339188455
-5105.128500000001,269.4210164416731
-5103.132750000001,269.441798415024
-5101.137000000001,269.4609880570015
-5099.141250000001,269.47858624878756
-5097.1455000000005,269.49459600768114
-5095.1497500000005,269.50902248709946
-5093.154,269.52187297657656
-5091.15825,269.5331569017645
-5089.1625,269.5428858244326
-5087.16675,269.551073442468
-5085.171,269.55773558987516
-5083.17525,269.56289023677624
-5081.1795,269.5665574894106
-5079.18375,269.56874527414226
-5077.188,269.56946325048494
-5075.19225,269.5687352468389
-5073.1965,269.5665871760821
-5071.20075,269.5630470355695
-5069.205,269.5581449071339
-5067.20925,269.5519129570852
-5065.2135,269.5443854362115
-5063.21775,269.53559867977725
-5061.222,269.52524073817136
-5059.22625,269.51329157476556
-5057.2305,269.4998386337682
-5055.23475,269.48497052310256
-5053.239,269.46877701440593
-5051.2432499999995,269.45134904303
-5049.2474999999995,269.4327787080408
-5047.251749999999,269.41315927221916
-5045.256,269.39258516205985
-5043.26025,269.371151967772
-5041.2645,269.34895644327946
-5039.26875,269.3260965062202
-5037.273,269.30267123794675
-5035.27725,269.2787808835258
-5033.2815,269.2545268517388
-5031.28575,269.23001171508093
-5029.29,269.2053392097626
-5027.29425,269.18061423570794
-5025.298500000001,269.15594285655555
-5023.302750000001,269.13143229965885
-5021.307000000001,269.10719095608516
-5019.311250000001,269.0833283806165
-5017.315500000001,269.059955291749
-5015.319750000001,269.0371835716934
-5013.3240000000005,269.01512626637464
-5011.3282500000005,268.9938975854324
-5009.3325,268.9736129022202
-5007.33675,268.9543887538064
-5005.341,268.93634284097345
-5003.34525,268.91959402821846
-5001.3495,268.90426234375263
-4999.35375,268.8904689795017
-4997.358,268.87729648438767
-4995.36225,268.86469175693054
-4993.3665,268.8526701882225
-4991.37075,268.84124624859237
-4989.375,268.830433487606
-4987.37925,268.8202445340662
-4985.3835,268.81069109601265
-4983.38775,268.8017839607218
-4981.392,268.7935329947072
-4979.39625,268.78594714371934
-4977.4005,268.77903443274533
-4975.40475,268.77280196600935
-4973.409,268.76725592697267
-4971.41325,268.76240157833297
-4969.4175,268.7582432620256
-4967.4217499999995,268.7547843992219
-4965.4259999999995,268.75202749033093
-4963.43025,268.7496636031265
-4961.4345,268.7475790052444
-4959.43875,268.74581938531753
-4957.443,268.7444285699921
-4955.44725,268.7434485239259
-4953.4515,268.7429193497898
-4951.45575,268.7428792882666
-4949.46,268.74336471805157
-4947.46425,268.7444101558528
-4945.4685,268.7460482563902
-4943.47275,268.74830981239654
-4941.477000000001,268.75122375461694
-4939.481250000001,268.7548171518086
-4937.485500000001,268.7591152107414
-4935.489750000001,268.7641412761977
-4933.494000000001,268.769916830972
-4931.498250000001,268.77646149587156
-4929.5025000000005,268.78379302971564
-4927.5067500000005,268.79192732933615
-4925.511,268.8008784295774
-4923.51525,268.8106585032962
-4921.5195,268.8212778613614
-4919.52375,268.8327449526548
-4917.528,268.84506636407014
-4915.53225,268.8582468205137
-4913.5365,268.8722891849044
-4911.54075,268.8871944581731
-4909.545,268.90296177926365
-4907.54925,268.91958842513174
-4905.5535,268.937069810746
-4903.55775,268.9557063600539
-4901.562,268.97564959779686
-4899.56625,268.9968391674021
-4897.5705,269.01921387693943
-4895.57475,269.04271169912033
-4893.579,269.06726977129887
-4891.58325,269.092824395471
-4889.5875,269.11931103827504
-4887.59175,269.14666433099114
-4885.596,269.1748180695416
-4883.6002499999995,269.20370521449104
-4881.6044999999995,269.23325789104626
-4879.60875,269.26340738905594
-4877.613,269.294084163011
-4875.61725,269.3252178320446
-4873.6215,269.35673717993177
-4871.62575,269.38857015509006
-4869.63,269.4206438705789
-4867.63425,269.45288460409967
-4865.6385,269.48521779799637
-4863.64275,269.51756805925464
-4861.647,269.5498591595028
-4859.651250000001,269.58240087860173
-4857.655500000001,269.6152588310855
-4855.659750000001,269.64840242406984
-4853.664000000001,269.68180115007607
-4851.668250000001,269.71542458703044
-4849.672500000001,269.74924239826447
-4847.6767500000005,269.78322433251503
-4845.6810000000005,269.817340223924
-4843.68525,269.85155999203886
-4841.6895,269.88585364181193
-4839.69375,269.92019126360094
-4837.698,269.9545430331687
-4835.70225,269.98887921168364
-4833.7065,270.02317014571895
-4831.71075,270.0573862672533
-4829.715,270.09149809367057
-4827.71925,270.1254762277596
-4825.7235,270.15929135771484
-4823.72775,270.19291425713584
-4821.732,270.22631578502734
-4819.73625,270.25946688579916
-4817.7405,270.29233858926665
-4815.74475,270.32490201065013
-4813.749,270.35712835057535
-4811.75325,270.38898889507306
-4809.7575,270.4204550155795
-4807.76175,270.4514981689359
-4805.766,270.48208989738885
-4803.77025,270.5122018285902
-4801.7744999999995,270.5418056755968
-4799.7787499999995,270.5708732368709
-4797.783,270.59937639628004
-4795.78725,270.62728712309695
-4793.7915,270.65457747199946
-4791.79575,270.6812195830707
-4789.8,270.7071856817991
-4787.80425,270.7324480790782
-4785.8085,270.7569791712068
-4783.81275,270.780751439889
-4781.817,270.8037374522341
-4779.82125,270.8259098607565
-4777.8255,270.84724140337596
-4775.829750000001,270.8677049034176
-4773.834000000001,270.8872732696113
-4771.838250000001,270.9059194960927
-4769.842500000001,270.9236166624023
-4767.846750000001,270.940337933486
-4765.851000000001,270.9560565596949
-4763.8552500000005,270.97074587678526
-4761.8595000000005,270.9853398593982
-4759.86375,270.9999649364471
-4757.868,271.01457983917777
-4755.87225,271.0291456435923
-4753.8765,271.043625770449
-4751.88075,271.05798598526246
-4749.885,271.0721943983037
-4747.88925,271.0862214646001
-4745.8935,271.100039983935
-4743.89775,271.1136251008486
-4741.902,271.12695430463714
-4739.90625,271.1400074293532
-4737.9105,271.15276665380554
-4735.91475,271.1652165015595
-4733.919,271.17734384093666
-4731.92325,271.18913788501476
-4729.9275,271.200590191628
-4727.93175,271.21169466336687
-4725.936,271.2224475475784
-4723.94025,271.23284743636555
-4721.9445,271.2428952665877
-4719.94875,271.2525943198608
-4717.9529999999995,271.2619502225569
-4715.9572499999995,271.27097094580444
-4713.9615,271.27966680548803
-4711.96575,271.2880504622489
-4709.97,271.29613692148445
-4707.97425,271.3039435333483
-4705.9785,271.31148999275047
-4703.98275,271.3187983393573
-4701.987,271.3255541406672
-4699.99125,271.3315405013531
-4697.9955,271.33673299132647
-4695.99975,271.3411084986251
-4694.004000000001,271.34464522941346
-4692.008250000001,271.3473227079828
-4690.012500000001,271.3491217767508
-4688.016750000001,271.35002459626173
-4686.021000000001,271.35001464518655
-4684.025250000001,271.349076720323
-4682.029500000001,271.3471969365947
-4680.0337500000005,271.3443627270528
-4678.0380000000005,271.3405628428744
-4676.04225,271.3357873533633
-4674.0465,271.3300276459501
-4672.05075,271.3232764261921
-4670.055,271.3155277177727
-4668.05925,271.3067768625022
-4666.0635,271.29702052031763
-4664.06775,271.2862566692825
-4662.072,271.27424051612036
-4660.07625,271.26095770693894
-4658.0805,271.2464386470043
-4656.08475,271.23071447433546
-4654.089,271.2138170597042
-4652.09325,271.1957790066355
-4650.0975,271.17663365140726
-4648.10175,271.15641506305013
-4646.106,271.1351580433478
-4644.11025,271.11289812683685
-4642.1145,271.089671580807
-4640.11875,271.0655154053005
-4638.123,271.040467333113
-4636.12725,271.01456582979256
-4634.1314999999995,270.98785009364076
-4632.13575,270.9603600557116
-4630.14,270.93213637981233
-4628.14425,270.90322046250304
-4626.1485,270.8736544330967
-4624.15275,270.8434811536594
-4622.157,270.8127442190099
-4620.16125,270.7814879567199
-4618.1655,270.7497574271145
-4616.16975,270.7175984232711
-4614.174,270.6850574710204
-4612.17825,270.652181828946
-4610.182500000001,270.6190194883844
-4608.186750000001,270.58561917342496
-4606.191000000001,270.5520303409101
-4604.195250000001,270.51830318043505
-4602.199500000001,270.4844886143481
-4600.203750000001,270.45063829775034
-4598.2080000000005,270.416804618496
-4596.2122500000005,270.383040697192
-4594.2165,270.3494003871983
-4592.22075,270.3159382746278
-4590.225,270.2827096783464
-4588.22925,270.2497706499728
-4586.2335,270.2171779738787
-4584.23775,270.1849891671888
-4582.242,270.1532624797806
-4580.24625,270.12205689428464
-4578.2505,270.09143212608427
-4576.25475,270.06144862331604
-4574.259,270.0321675668691
-4572.26325,270.0036508703857
-4570.2675,269.97596118026104
-4568.27175,269.94916187564337
-4566.276,269.9233170684334
-4564.28025,269.89849160328544
-4562.2845,269.8744648745459
-4560.28875,269.8498010687105
-4558.293,269.82459295938116
-4556.29725,269.7989521006465
-4554.3015,269.77298712049424
-4552.3057499999995,269.74680372081144
-4550.3099999999995,269.720504677384
-4548.31425,269.6941898398971
-4546.3185,269.66795613193534
-4544.32275,269.64189755098204
-4542.327,269.61610516841984
-4540.33125,269.59066712953046
-4538.3355,269.56566865349487
-4536.33975,269.5411920333933
-4534.344,269.51731663620444
-4532.34825,269.4941189028069
-4530.3525,269.4716723479782
-4528.356750000001,269.45004756039475
-4526.361000000001,269.42931220263245
-4524.365250000001,269.40953101116605
-4522.369500000001,269.39076579636946
-4520.373750000001,269.37307544251604
-4518.378000000001,269.3565159077778
-4516.382250000001,269.3411402242264
-4514.3865000000005,269.3269984978323
-4512.3907500000005,269.3141379084651
-4510.395,269.3026027098938
-4508.39925,269.29243422978607
-4506.4035,269.2836708697092
-4504.40775,269.2763481051296
-4502.412,269.27066200419046
-4500.41625,269.26733107394176
-4498.4205,269.2662936661653
-4496.42475,269.2674869981067
-4494.429,269.2708471524756
-4492.43325,269.2763090774462
-4490.4375,269.28380658665634
-4488.44175,269.29327235920823
-4486.446,269.30463793966777
-4484.45025,269.31783373806525
-4482.4545,269.33278902989514
-4480.45875,269.34943195611567
-4478.463,269.36768952314924
-4476.46725,269.3874876028825
-4474.4715,269.40875093266607
-4472.47575,269.43140311531454
-4470.48,269.4553666191067
-4468.4842499999995,269.48056277778545
-4466.4884999999995,269.5069117905578
-4464.49275,269.53433272209463
-4462.497,269.562743502531
-4460.50125,269.5923304271944
-4458.5055,269.6230790969888
-4456.50975,269.65493468835905
-4454.514,269.6878418285872
-4452.51825,269.72174459579304
-4450.5225,269.75658651893445
-4448.52675,269.7923105778068
-4446.531,269.8288592030432
-4444.535250000001,269.86617427611475
-4442.539500000001,269.90419712932976
-4440.543750000001,269.942868545835
-4438.548000000001,269.9821287596143
-4436.552250000001,270.0219174554897
-4434.556500000001,270.06217376912093
-4432.560750000001,270.10283628700506
-4430.5650000000005,270.1438430464774
-4428.5692500000005,270.18513153571075
-4426.5735,270.22663869371564
-4424.57775,270.2683009103405
-4422.582,270.31005402627136
-4420.58625,270.35183333303206
-4418.5905,270.39357357298394
-4416.59475,270.43520893932657
-4414.599,270.47667307609686
-4412.60325,270.51789907816976
-4410.6075,270.5588194912575
-4408.61175,270.5993663119105
-4406.616,270.63947098751675
-4404.62025,270.679064416302
-4402.6245,270.7180769473298
-4400.62875,270.75643838050127
-4398.633,270.7940779665554
-4396.63725,270.830924407069
-4394.6415,270.8669058544564
-4392.64575,270.9019499119699
-4390.65,270.9359836336993
-4388.65425,270.96893352457244
-4386.6585,271.00072554035455
-4384.6627499999995,271.03128508764905
-4382.667,271.0605370238966
-4380.67125,271.08840565737603
-4378.6755,271.1148147472036
-4376.67975,271.13968750333356
-4374.684,271.1629465865576
-4372.68825,271.18451410850554
-4370.6925,271.2043116316446
-4368.69675,271.22226016928
-4366.701,271.23828018555446
-4364.70525,271.2522915954485
-4362.7095,271.2642137647807
-4360.713750000001,271.2742814855667
-4358.718000000001,271.283381125675
-4356.722250000001,271.2915515408343
-4354.726500000001,271.2988333783385
-4352.730750000001,271.3052690770462
-4350.735000000001,271.3109028673812
-4348.7392500000005,271.31578077133196
-4346.7435000000005,271.31995060245225
-4344.74775,271.3234619658606
-4342.752,271.32608066491855
-4340.75625,271.3276241908543
-4338.7605,271.32820310133405
-4336.76475,271.32792861090996
-4334.769,271.32691259102114
-4332.77325,271.3252675699929
-4330.7775,271.32310673303704
-4328.78175,271.32054392225217
-4326.786,271.3176936366229
-4324.79025,271.3146710320208
-4322.7945,271.3115919212036
-4320.79875,271.3085727738157
-4318.803,271.30573071638787
-4316.80725,271.3031835323373
-4314.8115,271.301049661968
-4312.81575,271.2994482024702
-4310.82,271.29849890792065
-4308.82425,271.29832218928254
-4306.8285,271.2990391144057
-4304.83275,271.3007714080264
-4302.8369999999995,271.30364145176725
-4300.8412499999995,271.3075917426871
-4298.8455,271.3119495956948
-4296.84975,271.3167467603951
-4294.854,271.3220138517148
-4292.85825,271.32778034990207
-4290.8625,271.3340746005267
